VALUE	SESSIONLENGTH	TIMEONPAGE	FREQUENCY	TIMER
1140	3.92	76534.81576	2654303	TTFB
500	4.389	75334.4875	5844473	TTFB
420	4.48	67983.78716	6214411	TTFB
3520	3.71	172350.1719	201070	TTFB
6670	3.42	131185.6601	37072	TTFB
9460	3.058	75338.02811	13849	TTFB
19430	2.913	93492.57998	1976	TTFB
6360	3.426	77333.07523	41979	TTFB
17620	3.378	89419.25458	2518	TTFB
14030	3.4	84708.73801	4390	TTFB
12220	3.107	203294.4654	7239	TTFB
23030	2.941	108785.8913	1275	TTFB
27180	2.387	113856.9954	780	TTFB
22720	4.273	93736.68107	1367	TTFB
29780	2.922	99504.73851	634	TTFB
110	3.47	55668.11182	5893827	TTFB
4920	3.659	102898.0577	73646	TTFB
7710	3.453	119032.3795	23053	TTFB
13480	3.088	125252.3504	5042	TTFB
7860	3.435	172871.4666	21463	TTFB
23160	2.966	99905.8834	1221	TTFB
18880	2.96	100716.7282	2100	TTFB
25480	3.42	98889.90146	929	TTFB
14360	3.142	243711.6186	4333	TTFB
8870	3.253	175894.2828	15747	TTFB
13590	3.26	84803.81501	4981	TTFB
20870	3.561	89490.82769	1873	TTFB
13830	3.068	85444.06473	4656	TTFB
24750	2.729	109082.5334	1018	TTFB
27070	2.822	108891.0569	827	TTFB
20880	2.95	104891.5646	1852	TTFB
16010	2.965	84329.68708	3374	TTFB
27340	2.366	104369.3728	734	TTFB
2100	3.911	101800.7144	790388	TTFB
7800	3.334	141329.9189	22320	TTFB
4010	3.656	133557.6535	134913	TTFB
10820	3.148	224242.05	10290	TTFB
11680	3.094	76579.94462	8368	TTFB
12170	3.338	81530.98377	7294	TTFB
21790	2.847	211035.2415	1577	TTFB
12090	3.163	139144.5665	7407	TTFB
24040	2.696	98997.77632	1061	TTFB
7690	3.49	99452.35364	23397	TTFB
3950	3.64	139450.21	141561	TTFB
20200	3.614	93712.59676	1889	TTFB
11840	3.189	120993.5081	8208	TTFB
22550	3.36	108866.6059	1438	TTFB
21100	2.941	97853.84737	1842	TTFB
29760	2.843	104912.101	639	TTFB
18420	3.326	95264.34239	2374	TTFB
18730	2.937	209292.0267	2175	TTFB
26580	3.073	108898.9258	788	TTFB
21770	2.896	91657.34603	1665	TTFB
12660	2.992	80816.26694	6459	TTFB
12840	3.175	89136.80575	5988	TTFB
9710	3.23	110421.2665	12419	TTFB
11210	3.281	144108.677	9107	TTFB
11880	2.924	87417.2904	8016	TTFB
22770	2.944	106747.3244	1348	TTFB
24410	3.292	103572.258	1041	TTFB
28650	2.77	102249.6465	749	TTFB
19120	3.14	94743.68149	2057	TTFB
2340	3.873	101390.9681	603953	TTFB
5030	3.536	100785.5792	70098	TTFB
15660	3.044	251469.5751	3716	TTFB
24150	3.072	108475.7934	1078	TTFB
26100	2.814	102231.8714	859	TTFB
20890	3.05	201088.9806	1917	TTFB
15030	3.16	86611.54181	3824	TTFB
29770	3.014	133203.0676	641	TTFB
8440	3.359	136516.0027	18525	TTFB
18180	2.864	108534.2544	2340	TTFB
9040	3.128	74970.58679	15111	TTFB
5980	3.487	117821.0683	47442	TTFB
6460	3.524	133690.1849	40223	TTFB
4670	3.615	111543.023	86595	TTFB
13810	3.281	84854.67562	4665	TTFB
9390	3.032	97375.9924	14349	TTFB
13360	2.992	82959.82098	5210	TTFB
8500	3.217	107177.3224	18003	TTFB
16240	2.981	88270.38598	3276	TTFB
17710	2.822	366888.7034	2507	TTFB
26690	2.856	104041.4662	834	TTFB
27590	2.473	109488.0007	711	TTFB
6370	3.441	102947.512	41852	TTFB
7530	3.456	88867.07868	24857	TTFB
4080	3.706	179922.9178	127286	TTFB
3330	3.787	102526.7025	237978	TTFB
4230	3.683	91484.07103	115110	TTFB
12470	3.331	146646.7839	6665	TTFB
9750	4.024	98787.10627	12414	TTFB
4640	3.697	109271.5634	87340	TTFB
18790	2.924	93899.24127	2137	TTFB
16930	2.731	88184.32105	2912	TTFB
22870	3.064	102814.6764	1280	TTFB
530	4.358	77707.85106	5733834	TTFB
12700	3.049	77438.06835	6184	TTFB
23550	3.139	93396.9892	1136	TTFB
19970	2.628	98819.12785	1856	TTFB
7700	3.518	94102.19552	23075	TTFB
29260	2.302	107400.2118	682	TTFB
28640	2.52	94162.03429	734	TTFB
25120	2.543	101488.4537	1018	TTFB
12610	3.081	172704.9563	6526	TTFB
19880	2.911	96577.54664	1788	TTFB
14990	3.321	87714.20796	3826	TTFB
16250	2.971	88071.36067	3256	TTFB
29120	2.824	106959.2041	634	TTFB
7440	3.862	75109.50263	25709	TTFB
4020	3.752	138785.4785	133157	TTFB
3530	3.731	132976.2404	199339	TTFB
22410	2.899	94874.39861	1508	TTFB
7920	3.375	70075.46686	20885	TTFB
27100	2.767	102582.4941	783	TTFB
25060	2.718	103211.7811	907	TTFB
25540	2.865	103812.3959	901	TTFB
23450	2.733	100674.4299	1167	TTFB
20660	2.729	136645.2362	1905	TTFB
15020	3.27	83902.75616	3877	TTFB
11300	3.241	73499.9534	8932	TTFB
1350	3.939	84568.95207	2002330	TTFB
4360	3.685	98219.04947	105686	TTFB
17810	3.184	85686.57726	2386	TTFB
19710	3.112	97181.72244	1880	TTFB
7320	3.438	93528.226	27184	TTFB
8010	3.486	103083.8288	20202	TTFB
10940	3.034	74687.85234	9950	TTFB
11020	3.041	73699.64229	9775	TTFB
13040	3.023	92278.95751	5541	TTFB
8430	3.2	67713.27511	18316	TTFB
22040	2.833	100870.6185	1539	TTFB
16980	3.054	87483.77174	2857	TTFB
23980	2.548	106052.2711	1085	TTFB
20460	2.86	89092.64066	1922	TTFB
10810	3.169	77488.82266	10273	TTFB
19140	3.427	106861.1867	1947	TTFB
22290	2.882	106792.3494	1470	TTFB
1760	3.935	96304.90456	1179473	TTFB
3410	3.737	105466.0695	221020	TTFB
3000	3.759	109147.6762	314703	TTFB
5060	3.63	88253.8595	68786	TTFB
13920	3.636	81892.96512	4530	TTFB
23150	3.183	94992.72685	1228	TTFB
9840	3.135	131823.0976	11893	TTFB
26860	2.905	412161.1237	824	TTFB
6650	3.437	90542.47	37107	TTFB
21620	3.494	89393.48824	1679	TTFB
17870	3.299	90598.7796	2437	TTFB
20850	3.635	100149.7834	1876	TTFB
22310	2.848	225372.8431	1509	TTFB
20640	2.985	101953.8042	1946	TTFB
28780	2.328	95353.00946	724	TTFB
26760	3.041	516408.801	797	TTFB
27040	3.094	99654.81678	817	TTFB
19850	2.858	323748.0789	1846	TTFB
12850	3.062	92605.3433	5905	TTFB
510	4.404	78387.32005	5835298	TTFB
14460	3	97476.58541	4218	TTFB
6580	3.515	97615.26384	38369	TTFB
12120	3.004	89476.79878	7473	TTFB
16380	2.833	244534.8113	3147	TTFB
14160	3.129	86824.72211	4494	TTFB
23920	2.521	107531.6536	1071	TTFB
18600	2.813	247911.8536	2205	TTFB
25870	2.467	104560.839	888	TTFB
28220	2.758	104233.9161	701	TTFB
1740	3.938	91658.81753	1205381	TTFB
8610	3.238	108021.04	17271	TTFB
8510	3.246	185383.0448	17816	TTFB
14790	3.078	88109.19952	3806	TTFB
12590	3.368	167341.6495	6504	TTFB
12820	2.969	79984.84393	5845	TTFB
20630	3.07	94998.03808	1958	TTFB
23050	3.013	100363.9874	1221	TTFB
9900	3.324	72531.72163	11544	TTFB
28770	2.594	104041.4502	691	TTFB
4130	3.713	137221.1099	123302	TTFB
4440	3.683	96365.73875	99666	TTFB
7810	3.376	94558.6916	21908	TTFB
5960	3.518	111949.139	47883	TTFB
8320	3.303	74838.40956	19152	TTFB
28330	3.63	106576.6964	715	TTFB
16490	3.161	83412.39026	3223	TTFB
26740	2.728	413321.9667	841	TTFB
3600	3.726	206038.7875	187945	TTFB
17920	2.971	284751.052	2454	TTFB
14540	2.952	152430.794	4149	TTFB
7180	3.456	96575.48497	28288	TTFB
17880	3.137	151440.5943	2480	TTFB
19560	3.111	127193.1381	1980	TTFB
11060	3.143	105940.5534	9542	TTFB
23630	2.644	104366.651	1189	TTFB
20820	2.69	98812.54148	1836	TTFB
120	3.496	50392.747	6196693	TTFB
370	4.513	67539.54325	6440568	TTFB
1800	3.958	103702.6295	1125247	TTFB
13280	2.922	81753.15009	5389	TTFB
4600	3.67	90355.78308	90282	TTFB
3080	3.754	104965.99	290501	TTFB
6330	3.469	78641.41984	42713	TTFB
5530	3.455	93660.23889	58848	TTFB
8690	3.416	123285.8679	16625	TTFB
11820	3.048	79834.29577	8224	TTFB
13750	3.227	80574.45424	4776	TTFB
9060	3.246	93663.32661	14998	TTFB
21710	3.635	93019.44039	1658	TTFB
29630	3.133	119326.8891	653	TTFB
15800	3.04	85270.75382	3685	TTFB
24020	2.865	112058.4593	1123	TTFB
1970	3.91	102115.9705	915502	TTFB
310	4.493	64517.55247	6693156	TTFB
9450	3.36	85099.20673	13820	TTFB
8090	3.407	121229.0243	19896	TTFB
11760	3.211	80046.30294	8481	TTFB
15450	3.142	89122.30106	3815	TTFB
15270	3.032	274613.0405	3930	TTFB
23100	3.305	432822.5717	1305	TTFB
17950	2.886	230813.2619	2501	TTFB
29050	2.44	94401.2272	660	TTFB
29700	2.767	101132.2462	668	TTFB
27460	2.659	113035.3695	773	TTFB
12490	3.282	96902.41209	6564	TTFB
17030	3.314	91272.60582	2883	TTFB
4910	3.557	115939.4568	74795	TTFB
6560	3.431	79361.84277	38495	TTFB
4480	3.616	91909.0825	97597	TTFB
6230	3.486	127924.8167	43835	TTFB
5270	3.539	89289.48413	64170	TTFB
12070	3.224	81275.82281	7564	TTFB
21660	3.462	96928.69696	1612	TTFB
5250	3.491	79922.57806	64385	TTFB
10740	3.172	140270.8247	10675	TTFB
11620	3.071	86715.67167	8172	TTFB
11410	3.444	87178.21352	8539	TTFB
28830	2.816	106835.2164	704	TTFB
14650	3.653	89011.73929	4205	TTFB
16290	2.995	88768.28332	3264	TTFB
18040	2.853	92728.08125	2392	TTFB
15680	3.001	124249.8466	3753	TTFB
27880	2.805	97719.19599	772	TTFB
9960	3.423	103171.7908	11563	TTFB
19760	2.848	97157.7289	1877	TTFB
1120	3.936	79132.28853	2733676	TTFB
2730	3.818	101089.7983	406453	TTFB
18080	2.748	91144.79919	2420	TTFB
10100	3.248	105921.2616	11154	TTFB
23310	2.873	100841.2188	1218	TTFB
18870	2.98	96472.44739	2130	TTFB
19070	3.093	89997.52794	2038	TTFB
1040	3.949	79402.3785	3061047	TTFB
14620	4.129	102536.3473	4078	TTFB
16940	3.204	91961.55763	2898	TTFB
9800	3.262	121783.901	12071	TTFB
15340	3.065	80977.35543	3800	TTFB
6630	3.436	91044.73276	37419	TTFB
13720	3.091	84495.58157	4882	TTFB
8360	3.224	82801.15936	18869	TTFB
14610	3.159	86897.83064	3989	TTFB
25450	2.599	152452.8003	958	TTFB
26220	2.489	215908.3094	873	TTFB
1940	3.934	82579.86209	949439	TTFB
6140	3.364	107713.9437	44458	TTFB
11120	3.254	227111.248	9325	TTFB
27970	2.574	110532.9707	708	TTFB
12370	3.263	120532.9705	6949	TTFB
19170	3.142	89737.57221	1983	TTFB
7360	3.523	88564.67738	26302	TTFB
21570	2.99	141284.8469	1700	TTFB
17990	4.803	86985.99979	2330	TTFB
21320	2.697	182385.464	1833	TTFB
28350	2.378	99297.60418	710	TTFB
18760	2.97	95823.21138	2166	TTFB
21230	2.592	85905.09995	1977	TTFB
22660	3.058	129618.0139	1432	TTFB
27440	2.575	103758.5383	752	TTFB
24580	2.973	146387.3831	1058	TTFB
28620	3.766	98785.64711	715	TTFB
2600	3.832	115293.9379	460122	TTFB
2980	3.804	118049.5325	320181	TTFB
13900	3.096	91733.38993	4721	TTFB
13690	3.368	294442.4503	4937	TTFB
24090	2.68	482711.8421	1061	TTFB
10790	3.022	77250.21836	10800	TTFB
11460	3.11	75853.30479	8553	TTFB
22340	3.408	95661.65968	1521	TTFB
19460	3.477	94013.62305	1973	TTFB
15710	3.046	87371.30556	3626	TTFB
16880	2.936	90239.50273	2940	TTFB
29540	2.725	113700.5798	624	TTFB
25670	2.929	115641.504	906	TTFB
27140	2.696	113562.6263	798	TTFB
23010	3.159	98535.95014	1310	TTFB
26020	2.793	99355.55602	868	TTFB
19410	3.25	87040.31071	1960	TTFB
950	3.954	78990.95164	3483100	TTFB
5450	3.511	85492.95581	60211	TTFB
5840	3.539	83598.84007	50608	TTFB
14660	3.407	85708.40678	4082	TTFB
10170	3.127	71704.87402	11469	TTFB
13500	3.129	83423.39731	5124	TTFB
10150	3.325	173148.2262	11159	TTFB
24470	2.393	113226.1872	1046	TTFB
18770	3.141	134094.6466	2106	TTFB
17890	3.035	96476.6771	2408	TTFB
20670	2.838	180182.0748	1939	TTFB
22130	3.049	97987.36141	1547	TTFB
21980	3.138	341210444.5	1589	TTFB
1720	3.961	103510.7591	1240528	TTFB
6730	3.484	74830.90797	35360	TTFB
9230	3.216	85040.42037	14955	TTFB
13950	3.107	131139.2471	4504	TTFB
5240	3.499	83620.46658	64474	TTFB
7840	3.434	82579.20867	21610	TTFB
20290	2.93	170817.3179	1970	TTFB
8760	3.348	96889.211	16412	TTFB
15620	3.752	116394.0178	3757	TTFB
13330	3.385	83090.92472	5354	TTFB
22400	3.335	106430.7351	1432	TTFB
1210	3.929	85341.8503	2418365	TTFB
2310	3.872	106355.3033	625993	TTFB
7970	3.457	75016.02034	20701	TTFB
17690	2.87	92183.18107	2402	TTFB
24770	2.986	106193.1593	1015	TTFB
29280	2.413	340556.9124	715	TTFB
29440	2.918	111584.3695	599	TTFB
19990	3.424	99274.64462	1776	TTFB
17210	3.002	92067.46918	2772	TTFB
19600	2.837	92085.31146	1916	TTFB
24300	3.028	105445.3969	1086	TTFB
8540	3.277	81745.77192	17553	TTFB
13710	3.216	100277.9301	4727	TTFB
7560	3.438	109567.4769	24590	TTFB
7150	3.543	310936.9816	28901	TTFB
11330	3.317	104346.9577	8758	TTFB
21820	3.268	555350.8494	1660	TTFB
19980	2.875	95334.14934	1856	TTFB
27660	2.694	102599.2124	729	TTFB
29030	2.787	104331.3466	695	TTFB
4720	3.653	110218.6568	84263	TTFB
100	3.428	57960.78044	5479792	TTFB
2110	3.918	104346.0251	779916	TTFB
8370	3.32	93292.06178	19137	TTFB
3350	3.761	104195.0878	232923	TTFB
4540	3.585	95281.34248	93752	TTFB
12810	3.129	137379.2005	6036	TTFB
11250	3.185	96012.21885	8981	TTFB
19750	2.693	433145.534	1815	TTFB
23140	2.975	102760.5129	1188	TTFB
18490	2.998	192910.0912	2292	TTFB
24930	2.599	99024.85444	962	TTFB
21860	2.793	91027.65044	1593	TTFB
12420	3.05	120533.1755	6898	TTFB
28500	2.833	104832.3099	765	TTFB
13210	3.051	81520.70391	5406	TTFB
11150	3.177	100829.1307	9217	TTFB
13250	3.238	129980.852	5417	TTFB
28940	3.194	102822.5393	688	TTFB
830	4.014	80687.68683	4092399	TTFB
5160	3.57	120490.3443	65331	TTFB
1530	3.944	89336.50367	1581119	TTFB
11080	2.942	74471.73184	9403	TTFB
5460	3.506	122495.4782	60152	TTFB
4560	3.649	107249.7012	92650	TTFB
15360	3.707	90385.40569	3819	TTFB
12240	3.116	90221.82312	7251	TTFB
11810	3.019	76779.24139	8193	TTFB
19490	3.348	92974.34857	2022	TTFB
17370	3.173	181747.7529	2733	TTFB
20180	2.724	92739.16455	2066	TTFB
18170	3.051	122828.7602	2409	TTFB
13760	3.033	98283.92829	4773	TTFB
29150	2.749	106208.0909	687	TTFB
27400	2.72	112051.0129	747	TTFB
8060	3.408	90716.54599	19915	TTFB
25470	2.981	105416.4207	935	TTFB
1870	3.929	83897.9188	1033529	TTFB
3170	3.788	136114.3322	270204	TTFB
5000	3.645	112025.6847	70390	TTFB
6240	3.455	100574.3948	44084	TTFB
4310	3.662	124501.9482	109393	TTFB
5110	3.79	91887.14817	66772	TTFB
15140	3.012	83546.02858	3781	TTFB
14530	2.996	84876.14316	4055	TTFB
24100	2.909	107910.3658	1141	TTFB
26560	2.482	101554.7088	856	TTFB
29880	2.515	97292.69155	617	TTFB
9470	3.491	102132.9796	13527	TTFB
24260	3.181	101991.9553	1067	TTFB
9420	3.263	85758.21969	13836	TTFB
11070	3.3	75362.25379	9373	TTFB
17260	2.777	88540.27115	2640	TTFB
29470	3.737	113721.2831	643	TTFB
16990	2.689	410537.2128	2828	TTFB
17960	3.039	103400.9289	2413	TTFB
20380	2.598	92927.79238	1978	TTFB
28470	2.437	95866.38184	683	TTFB
28160	3.011	108519.0305	707	TTFB
24070	2.722	95389.53972	1118	TTFB
2670	3.779	111004.2235	432029	TTFB
2510	3.801	95040.96269	509908	TTFB
26910	2.833	104859.2285	810	TTFB
10510	3.073	70499.75371	11759	TTFB
9560	3.338	86515.23237	13314	TTFB
13220	3.047	114640.88	5453	TTFB
17230	2.97	399456.3859	2820	TTFB
24530	3.094	101719.8276	1049	TTFB
29480	2.668	113034.3259	673	TTFB
28760	2.408	103819.1641	705	TTFB
29490	2.688	110930.307	636	TTFB
3310	3.797	133822.2577	240741	TTFB
3580	3.7	138089.6418	191211	TTFB
7480	3.417	111618.736	25349	TTFB
15080	3.349	85483.46691	3765	TTFB
8560	3.375	90251.05382	17318	TTFB
27870	3.237	104988.5165	741	TTFB
22480	3.027	100168.8904	1412	TTFB
22280	4.297	93123.20744	1523	TTFB
20910	3.476	92225.77369	1808	TTFB
27810	3.302	106121.1538	733	TTFB
25250	2.756	507454.0063	1028	TTFB
25290	3.759	105676.3903	923	TTFB
28960	2.637	105880.0567	695	TTFB
1500	3.95	88925.92683	1643385	TTFB
8140	3.464	72698.38814	19519	TTFB
4490	3.677	166279.0749	96662	TTFB
7460	3.607	126575.2202	25253	TTFB
14180	3.212	89942.47745	4372	TTFB
12100	3.209	132810.7327	7456	TTFB
16780	2.938	87221.02893	3065	TTFB
21200	3.388	94130.25914	1865	TTFB
16330	3.087	86618.5656	3307	TTFB
16420	2.826	84923.63118	3181	TTFB
21470	2.89	100684.1877	1738	TTFB
25600	2.71	106378.7629	882	TTFB
2390	3.864	99561.65511	572717	TTFB
5500	3.535	136341.9435	59219	TTFB
8350	3.381	137867.2507	19133	TTFB
7590	3.406	107804.0876	24220	TTFB
5600	3.569	66721.00552	57855	TTFB
13780	3.14	83286.65293	4721	TTFB
19480	2.893	95613.34164	1979	TTFB
28480	2.633	113724.5436	713	TTFB
5220	3.477	108884.4908	64465	TTFB
20700	3.239	94735.86383	1976	TTFB
2460	3.883	167306.4847	530601	TTFB
3730	3.733	121805.092	169491	TTFB
3360	3.735	137375.9387	231510	TTFB
3010	3.771	118324.7702	311506	TTFB
7420	3.489	93056.43165	25972	TTFB
27130	2.558	108119.7861	807	TTFB
13310	3.268	92293.66095	5338	TTFB
25650	3.015	109006.0845	927	TTFB
17160	3.091	462806.794	3016	TTFB
25190	2.877	101036.4303	990	TTFB
25560	2.571	206231.0309	908	TTFB
19290	3.106	91191.76253	1919	TTFB
29250	2.373	207561.3599	619	TTFB
22120	3.101	153851.7879	1485	TTFB
9340	3.064	72146.59459	14199	TTFB
22970	3.29	107565.5669	1253	TTFB
250	4.411	65898.78322	6703478	TTFB
1780	3.954	103580.9649	1150765	TTFB
6790	3.49	77512.24177	34338	TTFB
20480	2.855	94323.65543	1871	TTFB
23720	3.134	101674.3802	1207	TTFB
24330	3.23	100399.2921	1008	TTFB
14330	3.258	87817.76324	4310	TTFB
17770	3.626	90066.32588	2530	TTFB
29290	2.514	116342.0027	638	TTFB
15430	3.018	82387.96035	3805	TTFB
22920	2.592	99132.7493	1343	TTFB
16640	3.084	89466.13561	3101	TTFB
1620	3.949	89936.66408	1407993	TTFB
4830	3.644	100937.5311	77991	TTFB
8270	3.336	82229.67628	19620	TTFB
27890	2.742	107975.5557	710	TTFB
20370	2.686	90092.22718	1917	TTFB
14930	3.341	92797.45141	3913	TTFB
22890	2.908	103710.1598	1299	TTFB
20040	2.37	84504.67409	1971	TTFB
20930	3.314	91182.46796	1859	TTFB
3460	3.79	113342.4873	212486	TTFB
3500	3.768	139745.9202	205842	TTFB
12540	3.311	109216.0945	6417	TTFB
13450	3.037	81390.1002	5167	TTFB
11720	3.075	90396.07985	8403	TTFB
14130	2.891	242994.5768	4425	TTFB
17820	2.802	160648.9951	2448	TTFB
13520	3.091	104779.5931	5189	TTFB
2170	3.881	113967.092	729857	TTFB
22990	2.535	103401.7036	1312	TTFB
1310	3.925	84279.3425	2114181	TTFB
4650	3.67	127863.7782	87260	TTFB
8000	3.37	138512.9206	20430	TTFB
4240	3.707	120220.8718	114223	TTFB
8100	3.324	80992.27452	19858	TTFB
5040	3.569	99878.40619	69526	TTFB
17350	2.909	106698.4712	2644	TTFB
22560	2.998	97412.05013	1378	TTFB
14750	3.617	90963.25084	3910	TTFB
17360	3.749	100034.0877	2648	TTFB
20310	2.666	95560.24541	2044	TTFB
23740	2.808	108562.6387	1114	TTFB
5760	3.392	87359.6792	52847	TTFB
22910	2.749	98146.34767	1339	TTFB
2410	3.874	91595.57014	561090	TTFB
6010	3.506	204852.9271	47301	TTFB
3610	3.723	115361.9963	186575	TTFB
5700	3.424	105652.2058	55161	TTFB
5570	3.409	114688.6368	58016	TTFB
6060	3.386	104814.6291	46063	TTFB
10780	3.256	77091.10995	10426	TTFB
17940	3.143	96339.62012	2416	TTFB
13870	2.976	82215.63153	4651	TTFB
29610	2.344	105976.4186	671	TTFB
670	4.154	77669.92894	5009070	TTFB
1660	3.946	95588.96993	1335433	TTFB
2650	3.793	112685.8961	440619	TTFB
8670	3.225	108506.4596	16945	TTFB
15170	3.177	89016.92	3772	TTFB
21050	2.977	96710.85818	1804	TTFB
29160	2.531	184201.4105	661	TTFB
15990	3.028	114080.2947	3539	TTFB
14350	3.059	85484.87585	4281	TTFB
16950	2.996	91071.79105	2950	TTFB
23570	2.825	236354.1408	1135	TTFB
14580	3.024	99251.39708	4177	TTFB
28460	2.965	108042.8889	702	TTFB
23990	3.47	154721.4391	1122	TTFB
26840	2.662	103582.7729	797	TTFB
50	3.312	80866.69618	4535201	TTFB
5660	3.429	91402.96106	56242	TTFB
22490	3.035	94760.85896	1453	TTFB
11270	3.407	110101.2591	9009	TTFB
6830	3.375	89675.02518	34001	TTFB
16340	2.869	84871.87613	3165	TTFB
11230	3.211	78175.0489	9023	TTFB
27200	3.386	108617.1888	742	TTFB
28230	2.561	111201.5342	759	TTFB
28140	3.285	104972.8461	736	TTFB
1130	3.935	82066.77712	2694195	TTFB
6760	3.414	147389.7609	34938	TTFB
5100	3.618	83629.49972	67360	TTFB
2640	3.817	135689.1742	444677	TTFB
5850	3.464	90057.05244	50072	TTFB
4470	3.64	87956.3406	98310	TTFB
6540	3.462	86228.41182	38862	TTFB
11380	3.321	96481.78006	8620	TTFB
19730	2.974	267541.7761	1893	TTFB
20320	2.634	325109.7773	1861	TTFB
14250	3.215	84540.56786	4396	TTFB
16560	3.086	196989.5869	3114	TTFB
16470	3.221	104694.0468	3173	TTFB
22470	2.759	97207.11983	1398	TTFB
18620	3.111	90548.26106	2200	TTFB
26960	2.457	109214.8239	796	TTFB
2230	3.875	104657.4531	683385	TTFB
870	3.982	86739.0839	3873549	TTFB
90	3.408	60412.3164	5094259	TTFB
1510	3.935	100466.0093	1620128	TTFB
2630	3.949	82582.10699	449159	TTFB
7580	3.298	72774.04153	24468	TTFB
9190	3.226	116677.0379	15589	TTFB
7000	3.468	112250.9331	31020	TTFB
5930	3.47	85040.69494	48685	TTFB
10060	3.403	83423.84846	11314	TTFB
18290	2.838	88578.38581	2430	TTFB
25150	3.386	111694.4174	950	TTFB
15130	3.562	82900.22372	3802	TTFB
1230	3.919	71869.72443	2356391	TTFB
3490	3.805	138749.2564	206179	TTFB
13560	3.273	87599.23566	4988	TTFB
9550	3.189	81898.22701	13304	TTFB
22740	3.143	97646.00187	1321	TTFB
7750	3.351	74854.04957	22815	TTFB
16660	3.262	89394.90134	3118	TTFB
28590	2.528	104184.1834	711	TTFB
26620	2.638	99948.32973	781	TTFB
2430	3.841	111956.1569	549685	TTFB
12930	3.213	142246.693	5807	TTFB
970	3.937	75935.51924	3374897	TTFB
2590	3.834	137662.979	466023	TTFB
1460	3.94	82427.5181	1729118	TTFB
9970	3.492	86374.85105	11424	TTFB
28070	2.234	103908.3108	724	TTFB
23090	3.065	97096.34036	1280	TTFB
25040	3.259	106751.6182	924	TTFB
25580	2.876	100581.9354	898	TTFB
27380	2.964	124088.2524	758	TTFB
16730	2.953	90816.69157	3065	TTFB
12520	3.436	101644.8021	6409	TTFB
4280	3.734	121911.8726	111915	TTFB
9940	3.323	126606.0883	11426	TTFB
15190	3.131	84521.26046	3765	TTFB
8040	3.41	79263.69129	20138	TTFB
20280	2.934	97147.86945	2073	TTFB
16650	2.858	88775.91588	3027	TTFB
25070	2.527	99902.06981	997	TTFB
16900	3.219	89386.2915	2889	TTFB
27120	2.437	110514.5426	780	TTFB
27780	2.725	101304.3861	711	TTFB
28910	2.466	95797.72182	684	TTFB
26300	3.015	97474.26172	919	TTFB
4000	3.693	145710.8228	135739	TTFB
8340	3.159	124999.6424	19335	TTFB
6050	3.372	91326.39697	46421	TTFB
9810	3.312	82564.4028	12204	TTFB
10160	3.275	134150.9794	11366	TTFB
22570	2.737	97220.26152	1373	TTFB
28440	3.041	102596.8826	739	TTFB
7110	3.394	132101.5302	29629	TTFB
13070	3.107	80776.10632	5529	TTFB
18220	3.187	95265.19789	2465	TTFB
19780	2.999	93604.01365	1842	TTFB
28870	3.101	96011.46345	757	TTFB
28100	2.808	97726.15928	688	TTFB
430	4.471	73065.14934	6168975	TTFB
2080	3.911	102376.6344	808027	TTFB
2420	3.86	123525.9107	562567	TTFB
5210	3.458	100137.951	64625	TTFB
14170	2.92	85633.1462	4326	TTFB
8750	3.487	167314.3921	16303	TTFB
15370	3.169	118054.8645	3784	TTFB
17840	3.306	133990.0572	2350	TTFB
18120	3.058	116247.9361	2451	TTFB
29060	2.656	111924.2058	666	TTFB
24670	3.487	364423.2417	986	TTFB
1300	3.936	81239.09039	2142913	TTFB
2240	3.881	98298.44606	676231	TTFB
3810	3.708	126043.514	158413	TTFB
9430	3.247	90150.37491	13935	TTFB
19810	2.895	94425.72964	1910	TTFB
9380	3.452	161674.4001	14114	TTFB
16170	3.073	90280.38505	3328	TTFB
8940	3.313	90876.7329	15238	TTFB
27540	3.198	110011.6694	825	TTFB
14450	2.973	86724.50554	4157	TTFB
17650	3.05	89415.17786	2554	TTFB
18810	3.248	93364.55202	2215	TTFB
3790	3.725	99896.10346	160666	TTFB
11930	2.921	122092.331	8012	TTFB
11350	3.206	79244.64721	8843	TTFB
9120	3.446	124192.5854	14486	TTFB
21130	2.882	103823.0336	1802	TTFB
19050	2.877	93983.7287	2088	TTFB
22020	3.265	100314.2705	1531	TTFB
15880	3.133	86846.5665	3634	TTFB
20580	3.118	99750.46613	1957	TTFB
7100	3.504	93206.40726	29549	TTFB
22850	2.649	103347.5738	1287	TTFB
22840	2.944	102156.9489	1306	TTFB
3070	3.773	118610.174	294207	TTFB
7910	3.44	129805.7018	21269	TTFB
6710	3.48	95702.95163	35968	TTFB
3270	3.759	122007.0072	248758	TTFB
2790	3.816	120734.9428	383255	TTFB
16120	2.969	80857.4811	3355	TTFB
12980	3.152	83279.58352	5850	TTFB
8970	3.377	91953.75908	15183	TTFB
23610	2.666	94518.04889	1180	TTFB
26610	3.257	100695.7791	791	TTFB
15820	2.976	155572.1614	3678	TTFB
25000	2.258	102438.9582	985	TTFB
