VALUE	SESSIONLENGTH	TIMEONPAGE	FREQUENCY	TIMER
13080	3.474	71178.93734	155865	DOM Ready
10590	3.705	103220.6714	229493	DOM Ready
9570	3.837	95575.16523	276382	DOM Ready
11490	3.578	82912.9123	198925	DOM Ready
27730	2.591	77815.8869	30963	DOM Ready
15860	3.149	83899.79675	107568	DOM Ready
2700	4.865	75261.65598	953202	DOM Ready
24220	2.759	67746.97702	43905	DOM Ready
18840	2.996	62826.10956	75018	DOM Ready
15760	3.096	74502.55876	108034	DOM Ready
22980	2.781	79405.49781	49508	DOM Ready
24390	2.716	62516.88324	43056	DOM Ready
29330	2.611	86736.70731	27085	DOM Ready
2400	4.825	65191.28587	922836	DOM Ready
7300	4.174	93631.3698	439657	DOM Ready
1340	4.231	54426.78443	693249	DOM Ready
8900	3.937	93117.49628	315864	DOM Ready
20650	2.876	59762.21908	60972	DOM Ready
18390	2.99	65653.46038	78849	DOM Ready
19420	2.969	84859.71204	70668	DOM Ready
13320	3.426	76305.57537	150657	DOM Ready
29420	2.583	90234.66003	26846	DOM Ready
19110	2.997	80256.74153	72432	DOM Ready
3760	4.752	76605.71191	920691	DOM Ready
23930	2.795	81191.51789	44899	DOM Ready
18570	2.923	79429.91172	76978	DOM Ready
9150	3.921	73581.49422	299023	DOM Ready
15070	3.24	82123.57572	118322	DOM Ready
18150	3.017	66745.68532	80853	DOM Ready
27390	2.647	69842.73953	31782	DOM Ready
27760	2.647	88682.58215	30707	DOM Ready
15640	3.188	98353.36866	110066	DOM Ready
2300	4.793	70021.4016	909997	DOM Ready
3570	4.81	78773.61137	943177	DOM Ready
11800	3.511	101381.2481	189894	DOM Ready
16590	3.06	72771.8446	98119	DOM Ready
16150	3.119	66915.06418	103241	DOM Ready
11530	3.554	113712.1109	196605	DOM Ready
14410	3.264	102959.5253	129275	DOM Ready
25160	2.738	72434.70586	39604	DOM Ready
23760	2.761	79795.80037	45628	DOM Ready
21560	2.895	84148.16564	56087	DOM Ready
18380	3.039	98315.72068	79257	DOM Ready
20550	2.925	72212.25927	61960	DOM Ready
460	2.272	23243.31624	445084	DOM Ready
19400	2.973	68460.95588	70156	DOM Ready
13440	3.316	122288.5166	147722	DOM Ready
440	2.181	28254.43468	436834	DOM Ready
20030	2.905	64433.28986	65653	DOM Ready
20760	2.875	63073.32089	60835	DOM Ready
29380	2.607	73197.72451	26740	DOM Ready
24170	2.87	86698.80895	43804	DOM Ready
4430	4.639	85218.76744	824575	DOM Ready
7220	4.186	99455.27752	447163	DOM Ready
7430	4.157	85915.33283	425803	DOM Ready
6900	4.277	100334.0591	480766	DOM Ready
8630	3.955	86621.55686	330218	DOM Ready
25900	2.692	96256.13221	36895	DOM Ready
9610	3.803	110002.313	274240	DOM Ready
24030	2.833	82135.73231	44553	DOM Ready
13230	3.402	90677.81973	153691	DOM Ready
21220	2.929	78675.56349	58358	DOM Ready
26730	2.756	61854.94691	33487	DOM Ready
5430	4.438	85220.59652	662528	DOM Ready
18610	2.964	71629.16711	76676	DOM Ready
12970	3.449	79572.58937	158481	DOM Ready
14210	3.266	94999.32408	133077	DOM Ready
980	3.606	44701.44026	608612	DOM Ready
2760	4.897	68458.07139	957648	DOM Ready
17460	3.135	82543.1154	87632	DOM Ready
21410	2.844	68290.51461	57568	DOM Ready
26570	2.752	102632.4877	34667	DOM Ready
28360	2.657	90718.9796	28996	DOM Ready
280	1.682	18394.16269	403650	DOM Ready
8590	3.965	100268.9792	334674	DOM Ready
11570	3.563	104503.5654	195601	DOM Ready
1680	4.517	59761.59444	787151	DOM Ready
10620	3.725	101908.7386	229485	DOM Ready
640	2.768	30488.75758	508860	DOM Ready
2680	4.859	64583.15099	949977	DOM Ready
12330	3.545	73105.65975	175287	DOM Ready
9930	3.717	100803.8895	259291	DOM Ready
16620	3.139	70175.26728	97256	DOM Ready
17470	3.029	80624.69013	87562	DOM Ready
10540	3.653	94921.58977	231486	DOM Ready
22370	2.789	66790.67619	52638	DOM Ready
13030	3.378	66738.69196	156943	DOM Ready
24680	2.748	65225.93836	41517	DOM Ready
15240	3.26	81585.40629	115931	DOM Ready
26880	2.67	100474.2844	33254	DOM Ready
22250	2.732	64480.19517	53101	DOM Ready
6350	4.35	112953.658	543636	DOM Ready
5830	4.418	90030.37539	607167	DOM Ready
21140	2.844	130217.5172	58494	DOM Ready
13270	3.385	73679.1843	151696	DOM Ready
15490	3.174	128983.4086	111948	DOM Ready
27470	2.652	74346.12492	31683	DOM Ready
23370	2.799	62477.70362	47884	DOM Ready
25680	2.71	90162.66386	37740	DOM Ready
29220	2.582	78603.20521	27026	DOM Ready
9690	3.825	82438.62631	270419	DOM Ready
17270	3.11	67987.13981	90364	DOM Ready
13580	3.384	113496.5306	145385	DOM Ready
5310	4.554	100030.7978	678083	DOM Ready
5680	4.468	82363.33298	628024	DOM Ready
5190	4.485	97697.70158	696690	DOM Ready
210	1.54	9752.020556	379078	DOM Ready
410	2.109	17994.38274	428596	DOM Ready
8020	4.088	116705.1483	376067	DOM Ready
16740	3.152	63146.73262	95698	DOM Ready
8220	4.065	108007.0329	362496	DOM Ready
12300	3.472	95714.88138	175640	DOM Ready
25950	2.697	80622.90376	36779	DOM Ready
22800	2.877	70674.09445	50499	DOM Ready
27260	2.592	88690.00325	32224	DOM Ready
21510	2.854	65031.23575	56152	DOM Ready
25270	2.73	81773.28496	39093	DOM Ready
1330	4.213	52102.13811	692018	DOM Ready
15560	3.175	68096.90791	111499	DOM Ready
15900	3.202	93325.97009	106934	DOM Ready
8890	3.914	84503.51591	314846	DOM Ready
19510	2.935	88659.48812	69262	DOM Ready
16220	3.125	94086.1048	102562	DOM Ready
20210	2.857	127606.1639	64154	DOM Ready
11370	3.555	69937.49776	202333	DOM Ready
14050	3.297	77024.71209	136686	DOM Ready
2160	4.764	61304.39542	886476	DOM Ready
12990	3.475	71995.39945	158054	DOM Ready
10550	3.726	81903.93672	230487	DOM Ready
1170	3.957	50897.11802	651361	DOM Ready
12730	3.44	72860.25936	165010	DOM Ready
29890	2.502	73249.26803	25590	DOM Ready
17310	3.075	73596.19145	89217	DOM Ready
21720	2.907	86334.26409	55847	DOM Ready
20190	2.96	67417.3267	64730	DOM Ready
22860	2.784	75441.77978	50069	DOM Ready
28850	2.623	67535.00131	27859	DOM Ready
26190	2.685	65369.21243	35650	DOM Ready
6150	4.365	85579.70217	568308	DOM Ready
360	1.953	16251.4057	418123	DOM Ready
8420	3.977	101973.5981	346588	DOM Ready
710	2.902	33852.64698	548542	DOM Ready
10560	3.708	83727.85223	230245	DOM Ready
11970	3.47	96177.41274	184396	DOM Ready
14640	3.26	85347.02527	125207	DOM Ready
10930	3.628	74171.4777	217680	DOM Ready
24910	2.718	66855.5325	40629	DOM Ready
26630	2.703	96046.33873	34279	DOM Ready
23940	2.737	81162.28917	44756	DOM Ready
8230	4.034	93431.91942	359867	DOM Ready
26770	2.638	80011.02503	33923	DOM Ready
22160	2.845	85876.9187	53617	DOM Ready
7570	4.136	97740.30291	414267	DOM Ready
240	1.578	10718.4083	395470	DOM Ready
5780	4.431	94724.11502	615548	DOM Ready
21920	2.85	169791.1438	54524	DOM Ready
15310	3.164	82151.90494	114987	DOM Ready
19690	2.934	82104.38305	67908	DOM Ready
10630	3.666	66879.2696	227660	DOM Ready
9370	3.844	70822.17395	287230	DOM Ready
11220	3.627	97192.00264	207886	DOM Ready
25140	2.679	80005.6233	39751	DOM Ready
14430	3.285	79641.62397	129631	DOM Ready
27150	2.66	70572.92229	32707	DOM Ready
19090	2.938	71247.20337	72290	DOM Ready
14820	3.304	90914.8068	122523	DOM Ready
10850	3.681	134400.1538	220838	DOM Ready
14780	3.207	73301.33174	123058	DOM Ready
21690	2.815	87568.27982	56040	DOM Ready
29820	2.582	66914.91263	25827	DOM Ready
6690	4.288	85862.91096	502724	DOM Ready
2880	4.851	69122.44721	962376	DOM Ready
770	3.125	37150.35243	560488	DOM Ready
16960	3.064	94440.15114	93756	DOM Ready
10360	3.715	84110.2243	238534	DOM Ready
2140	4.758	61376.19774	884546	DOM Ready
13020	3.42	85686.22177	157464	DOM Ready
10880	3.642	79919.90806	219667	DOM Ready
29240	2.539	120893.1743	26863	DOM Ready
23620	2.774	71735.28921	46485	DOM Ready
23470	2.828	87916.9354	47589	DOM Ready
12080	3.538	95409.20653	181906	DOM Ready
21290	2.833	207119.3438	57892	DOM Ready
21520	2.815	64729.47911	55838	DOM Ready
5940	4.403	95714.76191	595082	DOM Ready
14190	3.299	69680.97437	133712	DOM Ready
7900	4.178	92347.10027	386499	DOM Ready
14680	3.332	107182.9688	125099	DOM Ready
21450	2.962	60940.63324	56939	DOM Ready
23290	2.787	80380.7902	47909	DOM Ready
27110	2.627	108875.284	32703	DOM Ready
22810	2.848	83960.6901	50460	DOM Ready
3230	4.828	65100.41325	963209	DOM Ready
22760	2.747	83341.58608	50732	DOM Ready
5970	4.406	101118.214	590153	DOM Ready
1880	4.641	63820.94979	837458	DOM Ready
11670	3.551	85556.41441	193144	DOM Ready
13910	3.336	73985.15008	138526	DOM Ready
9410	3.855	72726.50582	285309	DOM Ready
27990	2.651	72865.5028	30120	DOM Ready
29270	2.638	87693.72458	26673	DOM Ready
25830	2.754	71012.88216	37240	DOM Ready
24960	2.73	87689.89514	40602	DOM Ready
28880	2.759	106157.46	28158	DOM Ready
4090	4.706	83676.99019	875697	DOM Ready
6530	4.317	79533.81449	520211	DOM Ready
580	2.576	26659.20319	488729	DOM Ready
17440	3.125	72022.62017	87792	DOM Ready
3400	4.786	72155.33293	957025	DOM Ready
4800	4.561	86812.41228	763368	DOM Ready
2150	4.778	65286.48007	887851	DOM Ready
29370	2.62	94040.74483	26743	DOM Ready
23730	2.778	106869.8054	46209	DOM Ready
26400	2.771	91185.40037	35260	DOM Ready
19360	2.959	78117.04523	70203	DOM Ready
16050	3.145	73977.75737	104611	DOM Ready
21840	2.835	79924.92914	55421	DOM Ready
27000	2.661	64686.29106	33553	DOM Ready
22590	2.783	86524.23402	51903	DOM Ready
29140	2.584	79984.34573	27350	DOM Ready
11980	3.482	84613.09789	183940	DOM Ready
20810	2.92	86626.3238	60748	DOM Ready
3390	4.808	67022.87303	955493	DOM Ready
2570	4.847	65565.42796	942343	DOM Ready
8050	4.069	102198.92	373658	DOM Ready
3550	4.793	70496.05667	944557	DOM Ready
1380	4.229	63703.91646	705815	DOM Ready
11040	3.671	86309.82686	212865	DOM Ready
30	1.723	9912.435266	110208	DOM Ready
9200	3.87	99094.72999	296386	DOM Ready
1290	4.14	52209.49718	680976	DOM Ready
20620	2.878	283967.1493	61131	DOM Ready
17410	3.058	61775.44087	88923	DOM Ready
20490	2.871	75545.02975	62422	DOM Ready
26530	2.691	99422.26242	34739	DOM Ready
23200	2.85	77647.57616	48617	DOM Ready
23020	2.758	75850.90385	49590	DOM Ready
25170	2.795	72079.07772	39608	DOM Ready
28540	2.589	66382.28438	28413	DOM Ready
9780	3.833	123764.2598	266058	DOM Ready
10460	3.667	95624.37712	234151	DOM Ready
28080	2.631	74406.24018	30222	DOM Ready
2920	4.861	65076.75705	964097	DOM Ready
13260	3.376	70617.34707	152403	DOM Ready
11430	3.618	126025.7081	200298	DOM Ready
19820	2.872	251270.8448	66942	DOM Ready
11450	3.565	80852.16852	199975	DOM Ready
29840	2.527	80693.81576	25655	DOM Ready
20450	2.904	86358.89634	62756	DOM Ready
7650	4.173	145405.9382	407176	DOM Ready
3020	4.85	69124.53126	965427	DOM Ready
11470	3.532	79360.86447	199788	DOM Ready
10610	3.691	83438.77643	228448	DOM Ready
25180	2.744	61290.75416	39478	DOM Ready
18680	3.086	82586.79792	76541	DOM Ready
19630	2.927	75142.01795	68022	DOM Ready
22180	2.814	89048.49991	53854	DOM Ready
25530	2.699	107561.2642	38130	DOM Ready
28790	2.66	90751.48017	28212	DOM Ready
5750	4.48	86962.95517	620149	DOM Ready
1270	4.096	56271.75707	674556	DOM Ready
4340	4.664	83619.83787	836099	DOM Ready
2130	4.741	63340.22625	883348	DOM Ready
7010	4.247	88560.22143	467886	DOM Ready
20400	2.881	109208.6835	62970	DOM Ready
6660	4.308	109706.5377	506158	DOM Ready
22200	2.772	68564.76463	53603	DOM Ready
11780	3.534	77448.89667	190633	DOM Ready
20120	2.85	80966.34937	64890	DOM Ready
13140	3.44	95917.10342	154756	DOM Ready
25570	2.793	100821.215	37904	DOM Ready
13880	3.33	79769.79842	139836	DOM Ready
22600	2.779	67955.66214	51257	DOM Ready
20540	2.896	70353.71758	61747	DOM Ready
23500	2.795	361996.0663	46809	DOM Ready
7080	4.233	117795.3933	461107	DOM Ready
8830	3.948	79421.715	318306	DOM Ready
20830	2.826	112082.7167	60478	DOM Ready
8390	4.017	94099.57817	347645	DOM Ready
20100	2.935	133069.0551	64831	DOM Ready
12060	3.527	72252.70587	181738	DOM Ready
25980	2.74	100799.4873	36830	DOM Ready
28420	2.623	134347.6427	29205	DOM Ready
14520	3.221	92617.62028	127844	DOM Ready
22210	2.809	89495.76273	53320	DOM Ready
5090	4.567	94924.12028	712980	DOM Ready
2090	4.738	60487.30853	876561	DOM Ready
18660	3.003	91776.63948	76031	DOM Ready
10420	3.701	95530.48491	236808	DOM Ready
1830	4.631	54772.95878	826747	DOM Ready
24710	2.768	73077.66194	41593	DOM Ready
19230	2.924	74662.82374	71490	DOM Ready
590	2.612	28552.27098	491123	DOM Ready
24010	2.767	75908.47046	44538	DOM Ready
890	3.395	39047.59959	591490	DOM Ready
14550	3.222	73157.18049	127294	DOM Ready
6300	4.377	90691.49458	549998	DOM Ready
11200	3.631	69014.81936	208980	DOM Ready
13680	3.371	83640.77107	143963	DOM Ready
10390	3.712	144921.0312	237456	DOM Ready
9870	3.817	75788.84763	261846	DOM Ready
12250	3.505	121075.9886	177080	DOM Ready
15950	3.115	85060.79844	106210	DOM Ready
29870	2.608	74402.34096	25789	DOM Ready
17110	3.079	67704.8292	91515	DOM Ready
14950	3.251	77480.17944	121014	DOM Ready
3860	4.72	80530.4088	908986	DOM Ready
12480	3.438	80909.03153	170380	DOM Ready
5470	4.489	87997.97527	657078	DOM Ready
15330	3.187	80131.14447	114720	DOM Ready
17660	3.061	120583.1814	85607	DOM Ready
15100	3.25	71077.05234	117732	DOM Ready
7670	4.129	98859.10933	404987	DOM Ready
7680	4.093	112169.1599	402640	DOM Ready
9860	3.805	132642.6832	261352	DOM Ready
10370	3.678	71783.14831	238145	DOM Ready
9980	3.795	129375.6679	255775	DOM Ready
21910	2.871	86380.37737	54784	DOM Ready
27160	2.697	65572.8358	32478	DOM Ready
24230	2.744	76117.04681	43861	DOM Ready
20160	2.84	78501.38033	64866	DOM Ready
23480	2.884	108301.7241	47168	DOM Ready
11440	3.534	122797.5478	199802	DOM Ready
1430	4.293	59355.17709	720505	DOM Ready
1580	4.438	54037.61536	762081	DOM Ready
450	2.242	21394.72304	442212	DOM Ready
3590	4.754	84361.54671	939759	DOM Ready
1260	4.085	50519.99989	671539	DOM Ready
26650	2.63	130178.2551	34194	DOM Ready
7870	4.067	75966.91666	388674	DOM Ready
29590	2.551	96219.90725	26184	DOM Ready
29230	2.545	95173.54894	27127	DOM Ready
21310	2.882	96981.03273	57456	DOM Ready
18050	2.985	98932.32768	81804	DOM Ready
11850	3.537	126606.9971	187828	DOM Ready
21680	2.896	102828.8952	55864	DOM Ready
12960	3.407	74830.38741	158709	DOM Ready
18970	3.047	120299.4508	73228	DOM Ready
20770	2.9	100362.3863	60753	DOM Ready
2290	4.776	68270.28463	906250	DOM Ready
26930	2.778	62036.06462	33639	DOM Ready
14080	3.329	91220.7518	136018	DOM Ready
4960	4.544	79413.92183	732504	DOM Ready
5200	4.494	106409.0799	698507	DOM Ready
2610	4.868	69437.20089	943694	DOM Ready
4180	4.666	77432.40646	863750	DOM Ready
4810	4.598	87352.85848	762523	DOM Ready
5370	4.479	87188.10179	673163	DOM Ready
9890	3.756	76541.67277	259790	DOM Ready
15870	3.165	92599.15129	106159	DOM Ready
18780	2.947	261260.2875	75291	DOM Ready
13540	3.381	76425.4463	145851	DOM Ready
15580	3.177	75307.79581	110715	DOM Ready
15210	3.208	111080.5618	116472	DOM Ready
27370	2.678	86339.18188	31990	DOM Ready
25660	2.783	77318.67498	38012	DOM Ready
3030	4.885	71858.48413	964556	DOM Ready
10260	3.715	119441.5695	242822	DOM Ready
330	1.833	14321.11845	413652	DOM Ready
22820	2.767	84718.45803	50572	DOM Ready
21150	2.803	60725.32412	58587	DOM Ready
25090	2.726	68871.25748	39909	DOM Ready
270	1.677	11855.7122	402158	DOM Ready
6840	4.238	94669.37979	485108	DOM Ready
23400	2.746	92813.17112	47610	DOM Ready
26870	2.677	77952.99875	33608	DOM Ready
20060	2.844	82567.036	65881	DOM Ready
19670	3.231	70736.51529	67980	DOM Ready
25210	2.677	83299.79324	39475	DOM Ready
18110	3.046	93256.75939	81461	DOM Ready
18430	2.988	96843.46272	78011	DOM Ready
18270	2.986	140215.2408	79997	DOM Ready
29830	2.615	73249.67595	25631	DOM Ready
25330	2.679	97241.58729	39003	DOM Ready
8290	4.011	115453.1408	354825	DOM Ready
6210	4.326	143094.9133	559417	DOM Ready
60	1.757	11079.17531	192881	DOM Ready
8520	3.983	89545.63913	339763	DOM Ready
18020	3.171	74028.72061	82230	DOM Ready
28900	2.617	69123.82566	27988	DOM Ready
20360	2.887	203008.6326	63015	DOM Ready
28410	2.741	97307.37306	29052	DOM Ready
12640	3.471	93727.69124	166358	DOM Ready
5920	4.405	81100.74227	597984	DOM Ready
4050	4.697	74998.51833	885975	DOM Ready
6020	4.361	116948.3697	584562	DOM Ready
5790	4.441	100596.2765	613044	DOM Ready
8490	3.965	120859.1669	341503	DOM Ready
10950	3.668	87534.95906	216646	DOM Ready
10010	3.766	118625.3664	252855	DOM Ready
17700	3.014	89653.41081	85661	DOM Ready
27020	2.639	79399.4425	32846	DOM Ready
21760	2.86	64862.93596	55493	DOM Ready
24420	2.741	65594.71913	42869	DOM Ready
160	1.46	9284.710807	302689	DOM Ready
17070	3.105	92357.61684	92796	DOM Ready
4820	4.577	84966.91671	757222	DOM Ready
8720	3.944	103144.2384	326781	DOM Ready
6720	4.28	97958.37675	500655	DOM Ready
1590	4.449	59732.42562	763896	DOM Ready
26250	2.775	83757.60865	35617	DOM Ready
16530	3.082	73174.33788	98870	DOM Ready
10470	3.72	100944.4367	235722	DOM Ready
17830	3.052	90735.36287	84033	DOM Ready
4270	4.68	75572.56272	848397	DOM Ready
24870	2.816	95289.3678	40814	DOM Ready
19370	2.903	65582.70864	70366	DOM Ready
1100	3.862	47754.30756	636668	DOM Ready
12040	3.507	78050.09327	182472	DOM Ready
2990	4.873	82991.80322	963592	DOM Ready
3100	4.836	77522.57199	965385	DOM Ready
140	1.546	9827.874112	255677	DOM Ready
5440	4.488	91063.98382	662102	DOM Ready
3830	4.745	80292.54073	913225	DOM Ready
2580	4.896	77365.58644	942048	DOM Ready
15440	3.22	80087.282	113095	DOM Ready
13100	3.427	70474.24889	155713	DOM Ready
15810	3.187	65436.72792	107644	DOM Ready
18450	2.939	157543.2138	77793	DOM Ready
21440	2.833	63744.11911	57058	DOM Ready
23110	2.765	71146.82068	48877	DOM Ready
18200	3.014	88021.25276	81589	DOM Ready
29040	2.616	99020.90442	27309	DOM Ready
26330	2.681	91061.64663	35557	DOM Ready
29750	2.596	65683.22454	25952	DOM Ready
12940	3.414	107165.1071	159053	DOM Ready
15600	3.213	67623.72289	110891	DOM Ready
14420	3.307	68062.75648	130060	DOM Ready
16510	3.123	59702.64433	98127	DOM Ready
1850	4.608	54183.22733	831585	DOM Ready
13290	3.38	139129.3216	151671	DOM Ready
10000	3.753	83946.68478	256002	DOM Ready
23330	2.788	68370.68954	48100	DOM Ready
27500	2.695	86790.56483	31890	DOM Ready
3940	4.714	71046.46478	897279	DOM Ready
19350	2.953	76373.22977	70936	DOM Ready
5350	4.468	74424.99997	676568	DOM Ready
2710	4.904	65663.30824	948817	DOM Ready
15930	3.177	83959.38624	105658	DOM Ready
9830	3.807	68896.463	263289	DOM Ready
18990	2.993	84297.8624	73448	DOM Ready
1750	4.56	160155.4525	808149	DOM Ready
7140	4.197	99729.35265	456048	DOM Ready
6090	4.434	88587.98578	573076	DOM Ready
11650	3.495	96599.59744	193617	DOM Ready
6190	4.394	100015.5505	562930	DOM Ready
20960	2.881	116164.9184	58889	DOM Ready
1550	4.431	59063.2873	754955	DOM Ready
9010	3.922	66399.98973	308144	DOM Ready
25610	2.75	91433.86861	38224	DOM Ready
26780	2.695	89303.23024	34217	DOM Ready
19660	2.968	268195.4278	67742	DOM Ready
26230	2.725	63762.10103	35584	DOM Ready
7720	4.086	82679.2412	400947	DOM Ready
2180	4.767	71731.2486	891906	DOM Ready
3300	4.811	67099.15265	961158	DOM Ready
630	2.74	29223.44671	506930	DOM Ready
1670	4.52	55710.64415	786379	DOM Ready
14710	3.281	138175.1935	124541	DOM Ready
18590	2.965	95339.99966	77112	DOM Ready
10710	3.677	80833.71649	225180	DOM Ready
28530	2.686	78440.61151	28827	DOM Ready
19060	3.005	68805.52497	73209	DOM Ready
24560	2.752	77166.47093	41958	DOM Ready
24450	2.772	116783.2377	42484	DOM Ready
19390	3.065	103414.94	69827	DOM Ready
4150	4.695	78897.48343	869984	DOM Ready
12000	3.512	76121.39034	184771	DOM Ready
3250	4.83	64962.25165	963440	DOM Ready
12210	3.436	114562.627	176942	DOM Ready
24610	2.747	65999.04652	41750	DOM Ready
28030	2.617	69567.70707	29952	DOM Ready
4620	4.587	88450.65887	792097	DOM Ready
14110	3.34	69310.87583	134682	DOM Ready
1400	4.242	61646.16476	712593	DOM Ready
3140	4.858	78254.28085	964400	DOM Ready
8300	4.008	90520.79377	355430	DOM Ready
2260	4.82	69822.11276	903316	DOM Ready
20330	2.852	61211.55212	63129	DOM Ready
27670	2.626	63063.02851	31172	DOM Ready
18640	2.999	80513.06842	76446	DOM Ready
22430	2.785	97709.84227	52383	DOM Ready
26680	2.663	102374.2465	34300	DOM Ready
14900	3.237	85798.27851	121144	DOM Ready
23060	2.787	62992.78765	49117	DOM Ready
29720	2.576	70994.0846	25862	DOM Ready
17420	3.046	85427.47173	88696	DOM Ready
26380	2.624	133706.0824	35144	DOM Ready
23080	2.743	70558.45062	49259	DOM Ready
570	2.596	29529.91567	485495	DOM Ready
2660	4.864	70813.41973	946293	DOM Ready
390	2.043	18648.00447	423047	DOM Ready
600	2.633	28176.03258	495839	DOM Ready
25340	2.754	104131.2744	38770	DOM Ready
13530	3.389	70931.95639	146179	DOM Ready
29010	2.608	88609.40966	27682	DOM Ready
19530	2.997	110413.2094	69179	DOM Ready
810	3.215	36580.21282	571698	DOM Ready
4110	4.69	83238.37186	872069	DOM Ready
1320	4.138	56929.98784	689942	DOM Ready
2530	4.878	71618.1272	936559	DOM Ready
16840	3.109	101953.5109	95045	DOM Ready
18850	3.014	65217.82711	74856	DOM Ready
22680	2.813	69951.78922	51079	DOM Ready
1420	4.269	54826.8401	716942	DOM Ready
29070	2.563	72366.69131	27114	DOM Ready
16410	3.155	79329.29565	99903	DOM Ready
18820	2.933	99537.20934	74924	DOM Ready
17630	3.027	85337.5377	86036	DOM Ready
24290	2.823	65916.09366	43419	DOM Ready
20800	2.819	80453.47468	60621	DOM Ready
14740	3.243	77539.09088	123654	DOM Ready
14480	3.299	249655.6279	128652	DOM Ready
11740	3.593	81517.95623	191310	DOM Ready
27720	2.564	71161.74414	30760	DOM Ready
15920	3.127	121508.3545	106536	DOM Ready
4300	4.735	89073.24629	845578	DOM Ready
25050	2.741	77516.84162	40116	DOM Ready
2060	4.707	62362.76389	870441	DOM Ready
5720	4.446	101332.1782	624712	DOM Ready
11340	3.541	94911.74122	203071	DOM Ready
12350	3.497	83365.10127	174472	DOM Ready
16230	3.105	132263.7301	102237	DOM Ready
26240	2.668	71140.18565	35587	DOM Ready
12690	3.423	151933.8548	165803	DOM Ready
11910	3.524	76688.87812	186233	DOM Ready
17930	2.996	88403.1444	83649	DOM Ready
18280	2.93	101019.3328	79862	DOM Ready
28270	2.675	77733.81379	29191	DOM Ready
29640	2.67	85797.0101	26105	DOM Ready
13790	3.367	124530.1366	141388	DOM Ready
24630	2.711	96278.92474	41768	DOM Ready
28090	2.599	69558.42383	29851	DOM Ready
4690	4.598	85760.29874	777546	DOM Ready
5640	4.437	101130.8012	632457	DOM Ready
9310	3.851	96042.77156	290645	DOM Ready
18060	3.002	71726.68686	81914	DOM Ready
19330	2.943	82529.52088	70661	DOM Ready
11050	3.636	113914.3729	213541	DOM Ready
23420	2.741	61488.54391	47542	DOM Ready
20010	2.879	73612.32256	65457	DOM Ready
13170	3.381	71771.8195	153882	DOM Ready
25100	2.667	93223.58396	40029	DOM Ready
28610	2.561	95016.57578	28553	DOM Ready
3470	4.816	76027.50623	952824	DOM Ready
3430	4.79	64073.55318	955068	DOM Ready
5670	4.445	103821.2699	630062	DOM Ready
28840	2.61	101613.72	27802	DOM Ready
15050	3.31	85096.28632	119733	DOM Ready
8910	3.906	97813.50074	313721	DOM Ready
25350	2.739	133960.7536	38836	DOM Ready
19380	2.977	100766.2011	70550	DOM Ready
23190	2.8	92641.57799	49101	DOM Ready
28680	2.553	105609.7967	28390	DOM Ready
29210	2.58	125123.1762	26754	DOM Ready
24790	2.728	95212.75991	40921	DOM Ready
26050	2.765	85316.40231	36253	DOM Ready
11160	3.623	80380.39223	208907	DOM Ready
10040	3.78	78055.40191	252176	DOM Ready
11290	3.613	93692.23545	204874	DOM Ready
25110	2.697	105994.3482	39832	DOM Ready
6940	4.22	119334.8827	474931	DOM Ready
7410	4.164	73696.33784	426456	DOM Ready
20940	2.877	78236.11796	59807	DOM Ready
16200	3.084	82190.48465	102467	DOM Ready
25080	2.68	85992.31183	39793	DOM Ready
25440	2.754	92570.63788	38247	DOM Ready
21060	2.886	69701.83715	58959	DOM Ready
29910	2.631	68285.09846	25507	DOM Ready
26010	2.733	120382.1587	36394	DOM Ready
15110	3.242	93856.93014	116954	DOM Ready
2030	4.697	63053.5291	866469	DOM Ready
16400	3.128	74522.39243	100659	DOM Ready
2860	4.876	74890.45995	958776	DOM Ready
5590	4.457	125702.1893	640231	DOM Ready
1370	4.234	54737.69916	703757	DOM Ready
4290	4.675	81943.60558	845285	DOM Ready
9760	3.777	80249.53443	266372	DOM Ready
11520	3.567	143958.3108	197147	DOM Ready
14970	3.238	75798.69312	120297	DOM Ready
23590	2.77	62168.49626	46969	DOM Ready
16800	3.112	72266.05427	95923	DOM Ready
24000	2.689	82977.40001	44590	DOM Ready
18720	2.968	120751.1855	75974	DOM Ready
130	4.588	53619.19502	1109375	FID
350	3.996	52881.07217	369907	FID
3130	4.22	47075.92313	63768	FID
1080	4.104	48095.50625	212183	FID
14040	4.185	66186.06649	1287	FID
28250	4.949	81141.2922	159	FID
25410	3.334	75531.6373	218	FID
23880	3.798	96763.08883	263	FID
5820	4.142	51887.24169	14755	FID
9700	4.168	59190.356	3805	FID
18930	3.305	79954.13832	497	FID
12130	4.179	65360.70068	1998	FID
23390	3.582	72515.49612	266	FID
18100	4.682	81483.37553	582	FID
27750	3.139	84249.49649	179	FID
16920	6.12	74429.05693	769	FID
10130	4.238	61167.3666	3358	FID
16210	3.967	65879.6356	869	FID
20140	3.273	73553.31653	439	FID
9240	4.444	57608.71546	4419	FID
17670	3.837	69385.49541	651	FID
22690	3.436	83753.79033	305	FID
25360	4.123	99504.64158	194	FID
25240	3.597	91589.54607	251	FID
13430	4.226	63595.57881	1514	FID
4030	4.255	48430.01129	36837	FID
7260	4.413	55396.16154	8600	FID
6770	4.207	54872.50841	10274	FID
8250	4.288	57562.03857	6074	FID
12750	4.246	63697.92542	1689	FID
