VALUE	SESSIONLENGTH	FREQUENCY	TIMER
981640		1	TTI
702170		1	TTI
664710		7	TTI
2798150		1	TTI
527040	4	7	TTI
911710		1	TTI
684090		2	TTI
641620		3	TTI
3463660		1	TTI
5996910		1	TTI
755340		2	TTI
621730	1	3	TTI
5926890		1	TTI
16226350		1	TTI
660080		1	TTI
567610		2	TTI
1258380		1	TTI
1498720		1	TTI
2043410		1	TTI
797580		3	TTI
540470		2	TTI
3378950		1	TTI
945190		3	TTI
2549930	1	2	TTI
874190		2	TTI
1017480		1	TTI
455460		2	TTI
2080710		1	TTI
1317960		1	TTI
1773610		1	TTI
509530		1	TTI
3117490		1	TTI
1886110		1	TTI
719290		1	TTI
2746160		1	TTI
1258510		2	TTI
2113420		1	TTI
1315380		2	TTI
757940		1	TTI
499890	1.5	6	TTI
3632910		1	TTI
1870990		1	TTI
1932550		1	TTI
486990		3	TTI
4313210		1	TTI
617900		2	TTI
1300030		1	TTI
501890	3	2	TTI
1398880		1	TTI
467620		1	TTI
723240		2	TTI
629250		3	TTI
992000		7	TTI
790090		2	TTI
825280		2	TTI
1913370		1	TTI
3184390		1	TTI
988990		2	TTI
719220		1	TTI
1211200		2	TTI
748010		4	TTI
3697640		1	TTI
2591000		1	TTI
3237590		1	TTI
919680		3	TTI
1528580		1	TTI
837970		1	TTI
1558830		1	TTI
543480		2	TTI
2435970		1	TTI
829330		1	TTI
907740		2	TTI
911220		1	TTI
1447720		1	TTI
1157810		2	TTI
671890		2	TTI
1323020		2	TTI
16864020		1	TTI
747550		1	TTI
2760080		1	TTI
769040		1	TTI
1415170		1	TTI
1265560		1	TTI
555510		2	TTI
543970		2	TTI
2145360		1	TTI
548330		3	TTI
969170		2	TTI
455440	18	3	TTI
2242040		1	TTI
1088650		1	TTI
460210	63	3	TTI
821230		1	TTI
1415570		2	TTI
1604270		1	TTI
389250		2	TTI
1167870		1	TTI
954190		1	TTI
640580		2	TTI
1037160		1	TTI
1698750		1	TTI
380020	20.5	5	TTI
928100		1	TTI
800600		1	TTI
5855820		1	TTI
620160		1	TTI
1543630		1	TTI
527290	2	2	TTI
529950		1	TTI
849380		1	TTI
1166880		1	TTI
881250		1	TTI
642100		1	TTI
10715720		1	TTI
1127350		2	TTI
676510		1	TTI
926870		1	TTI
386260	20	2	TTI
1135310		1	TTI
2042990		1	TTI
1682910	24	2	TTI
1442230		1	TTI
661350		1	TTI
473240		2	TTI
1942040		1	TTI
706240		1	TTI
1985260		1	TTI
1588620		1	TTI
899690		1	TTI
1396140		1	TTI
772920		2	TTI
777250		1	TTI
632760		2	TTI
954690		1	TTI
1642820		2	TTI
395610	1	4	TTI
1122810		1	TTI
1167850		1	TTI
1240260	10	2	TTI
1661950		1	TTI
708030		1	TTI
13561620		1	TTI
6057000		1	TTI
1812040		1	TTI
981580		1	TTI
2114090		1	TTI
1305960		1	TTI
1656650		1	TTI
2374980		1	TTI
688650		1	TTI
429340		1	TTI
1673960		1	TTI
1811620		1	TTI
966400		3	TTI
3077280		1	TTI
1886630		1	TTI
2421610		1	TTI
5003330		1	TTI
795280		1	TTI
95887330		1	TTI
761210		1	TTI
3453260		1	TTI
409130		1	TTI
3993100		1	TTI
861920		3	TTI
5896800		1	TTI
1120980		2	TTI
1331600		1	TTI
1308420		1	TTI
2313540		1	TTI
1522120		1	TTI
895200		1	TTI
6732200		1	TTI
1602640		1	TTI
1705000	1	2	TTI
1397630		1	TTI
570000		2	TTI
1017640		2	TTI
1065190		2	TTI
10096080		1	TTI
608860		1	TTI
1786050		1	TTI
1116280		1	TTI
2218760		1	TTI
945820		1	TTI
909340		2	TTI
597580		2	TTI
560070	1	4	TTI
838330		1	TTI
796120	26	3	TTI
634940		2	TTI
818810		1	TTI
4999650		1	TTI
2199380		1	TTI
536380	2	4	TTI
689590		2	TTI
1324570		2	TTI
3179920		1	TTI
857010		2	TTI
786480		2	TTI
1516540		1	TTI
2709300		1	TTI
1064530		1	TTI
7265410		1	TTI
1141910		1	TTI
2705100		1	TTI
7735300		1	TTI
726220	1	3	TTI
602540		1	TTI
436370	33	2	TTI
675800		1	TTI
558150		2	TTI
1353540		1	TTI
10517370		1	TTI
3462310		1	TTI
397140	6	5	TTI
2995060		1	TTI
590880	3	3	TTI
856730		1	TTI
976460		2	TTI
979420	0	2	TTI
2582570		1	TTI
755620		2	TTI
2933430		1	TTI
1666790		1	TTI
908340		1	TTI
1448710		1	TTI
1168310		1	TTI
897090		1	TTI
1009340		1	TTI
1450880		1	TTI
1922570		1	TTI
1809910		1	TTI
474540	10	2	TTI
2859840		1	TTI
5044980		1	TTI
1447490		1	TTI
871070		1	TTI
12752040		1	TTI
1453030		1	TTI
521780		2	TTI
1299480		1	TTI
2430520		1	TTI
1340380		1	TTI
1147150		1	TTI
1638310		1	TTI
1247520		2	TTI
2818400		1	TTI
1150870		1	TTI
2473120		1	TTI
508370	4	2	TTI
704360		1	TTI
655580		1	TTI
641160		1	TTI
548010		2	TTI
3652200		1	TTI
884060		1	TTI
4293770		1	TTI
1127370		1	TTI
870610		1	TTI
531010		2	TTI
876830		1	TTI
620010		1	TTI
1456440		1	TTI
1248660		1	TTI
621800		1	TTI
910330		1	TTI
606420		1	TTI
1326270		1	TTI
1019500		1	TTI
1219530		1	TTI
160253040		1	TTI
569760		1	TTI
4102720		1	TTI
2661650		1	TTI
3352910		1	TTI
990280		1	TTI
1743700		1	TTI
1211720		1	TTI
4534490		1	TTI
1217670		1	TTI
4581220		1	TTI
1496890		1	TTI
1511130		1	TTI
3740920		1	TTI
1327410		1	TTI
925490		1	TTI
936040		1	TTI
1637840		1	TTI
240530	6	3	TTI
1444940	1	1	TTI
24663740	1	1	TTI
281850	1	1	TTI
602300	0	1	TTI
577550	5	1	TTI
494340	1	1	TTI
261400	13.333	3	TTI
288000	12	3	TTI
202110	163.5	2	TTI
1238000	1	2	TTI
254330	2	1	TTI
1505040	3	1	TTI
1589790	4	1	TTI
3160880	1	1	TTI
10552830	17	1	TTI
1526730	13	1	TTI
1596170	1	1	TTI
326990	20	1	TTI
458750	22	1	TTI
261940	34	3	TTI
1141050	1	1	TTI
1318970	16	1	TTI
469800	3	1	TTI
511130	4	1	TTI
624950	1	1	TTI
259740	3	1	TTI
10690	31.803	258374	TTI
10500	34.414	269294	TTI
760	71.539	965791	TTI
25810	10.163	20148	TTI
15500	30.473	97769	TTI
11590	33.336	211181	TTI
30410	9.685	10795	TTI
15940	18.558	90457	TTI
21340	12.363	37126	TTI
33510	9.374	7368	TTI
21650	11.157	36073	TTI
17760	13.927	65378	TTI
16610	15.081	79541	TTI
26800	10.022	17787	TTI
66760	6.257	391	TTI
25940	10.796	19757	TTI
31510	10.207	9409	TTI
99260	12.657	73	TTI
47310	9.162	1845	TTI
43630	8.103	2578	TTI
712790	2	4	TTI
100580	8.687	67	TTI
87530	6.819	126	TTI
341790	7.578	66	TTI
354170	2.09	19	TTI
35120	8.367	6085	TTI
37230	8.357	4853	TTI
101790	6.212	69	TTI
49490	8.573	1505	TTI
74430	8.284	277	TTI
335390	4.847	371	TTI
271780	4.25	4	TTI
59750	9.856	647	TTI
77630	6.98	212	TTI
132830	57.322	33	TTI
117870	25.882	36	TTI
172330	13.894	19	TTI
105480	13.866	62	TTI
90790	6.01	98	TTI
108340	11.026	41	TTI
175620	11.769	13	TTI
70490	7.3	319	TTI
247860	20.5	5	TTI
426500	3	5	TTI
346600	3.05	31	TTI
108470	7.29	56	TTI
140380	8.473	20	TTI
106660	12.063	67	TTI
313210	17	2	TTI
85720	10.507	134	TTI
136680	7.727	23	TTI
1000010	1	2	TTI
162160	23.277	18	TTI
249790	7	1	TTI
206080	35.666	4	TTI
148170	5.444	10	TTI
349780	2.538	20	TTI
295260	6.5	3	TTI
304570	8	2	TTI
241650	3.333	9	TTI
123280	10.58	33	TTI
281530	11	2	TTI
113950	7.571	36	TTI
109590	18.028	72	TTI
209430	44.333	6	TTI
314500	21	3	TTI
310940	16.333	3	TTI
248430	25.5	8	TTI
349630	1.692	23	TTI
572560	1	1	TTI
866250	1	2	TTI
155820	4.923	13	TTI
485290	3.5	4	TTI
211480	3	3	TTI
134440	15.272	23	TTI
294620	1.666	3	TTI
129750	5.6	21	TTI
1759580	1	1	TTI
320120	1	2	TTI
317200	4	1	TTI
294670	2.5	2	TTI
522010	1	3	TTI
186900	16.888	9	TTI
360990	1.4	10	TTI
206890	30.666	6	TTI
925930	5	4	TTI
166050	11.714	14	TTI
282010	8.333	3	TTI
325030	4	1	TTI
330610	8	21	TTI
195830	23.166	7	TTI
549070	1	3	TTI
206040	23	3	TTI
202120	9.375	8	TTI
235640	85.8	5	TTI
185770	19.285	7	TTI
644390	4	2	TTI
213610	10.666	3	TTI
264690	107.25	4	TTI
531490	3	3	TTI
309790	6.5	2	TTI
198030	5.285	8	TTI
184060	26.571	7	TTI
148400	22.923	14	TTI
359030	3.5	8	TTI
415690	13	4	TTI
229070	4.2	5	TTI
313890	48	1	TTI
537010	5	1	TTI
243680	6.5	4	TTI
493700	45.666	7	TTI
242590	17	4	TTI
1175370	1	1	TTI
449070	1	3	TTI
408900	2	7	TTI
622070	0	2	TTI
11732250	1	1	TTI
537430	2	3	TTI
492050	1	2	TTI
244390	13.4	5	TTI
360310	54.333	11	TTI
198920	17.285	7	TTI
316370	12	1	TTI
468510	7.5	5	TTI
674390	49	2	TTI
192740	10.5	10	TTI
302840	3	3	TTI
1078250	1	1	TTI
351830	3.666	21	TTI
388530	19	3	TTI
209260	10.714	8	TTI
253870	5.5	4	TTI
2033930	1	1	TTI
842300	1	2	TTI
203710	10.166	7	TTI
586200	14	1	TTI
193480	25.5	4	TTI
257780	12.333	3	TTI
483610	10	3	TTI
330430	15.875	9	TTI
358300	1.666	16	TTI
1334790	6	2	TTI
1489850	3	1	TTI
474880	12	3	TTI
360040	10.333	10	TTI
326490	3	1	TTI
277110	9	1	TTI
315360	17	1	TTI
557670	1	4	TTI
473540	12	3	TTI
250600	4.2	5	TTI
1013280	4	1	TTI
554960	3	2	TTI
283610	16	1	TTI
545190	35.5	2	TTI
783720	1	2	TTI
402960	52	2	TTI
248500	6.833	6	TTI
399330	1	3	TTI
809230		1	TTI
672070		1	TTI
1710970	1	2	TTI
558480		3	TTI
908430		2	TTI
26712640		1	TTI
791910		2	TTI
47384010		1	TTI
735460		2	TTI
10724640		1	TTI
1231500		1	TTI
560620		2	TTI
610550		3	TTI
826060		1	TTI
971810		2	TTI
793610		1	TTI
6991710		1	TTI
3505480		1	TTI
1168740		2	TTI
760550		3	TTI
1379320		1	TTI
911890		2	TTI
571030		2	TTI
1022400		1	TTI
495690		2	TTI
522610		2	TTI
2830410		1	TTI
1026500		1	TTI
13258860		1	TTI
1242470		1	TTI
514890		4	TTI
428000		2	TTI
2453900		1	TTI
727600		2	TTI
2835230		1	TTI
743560		3	TTI
1590320		1	TTI
588430	1	3	TTI
764420		1	TTI
662110		10	TTI
1279480		1	TTI
9053240		1	TTI
483410	4.5	4	TTI
6166180		1	TTI
1745450		1	TTI
862940		1	TTI
961930		1	TTI
1971190		1	TTI
924630	80	3	TTI
1964160		2	TTI
473280		2	TTI
1182310		2	TTI
663850		12	TTI
942690		2	TTI
3346170		1	TTI
2586960		1	TTI
532550		1	TTI
393000		1	TTI
976500		3	TTI
2686540		1	TTI
736570		2	TTI
2988330		1	TTI
2104890		1	TTI
1007480		3	TTI
1205820		3	TTI
455930		2	TTI
458080	4	6	TTI
1234170		2	TTI
2096720		1	TTI
618810		1	TTI
499390	1	2	TTI
632140		3	TTI
557300		3	TTI
725510		1	TTI
2730700		1	TTI
909030		1	TTI
996140		1	TTI
823170		1	TTI
967130		3	TTI
824140		2	TTI
1072050		2	TTI
1123650		1	TTI
497230	4	6	TTI
621390		3	TTI
1003710		1	TTI
937710		2	TTI
758250		2	TTI
1399040		1	TTI
1723300		1	TTI
677960		2	TTI
674800		3	TTI
476520		4	TTI
4196140		1	TTI
687670		3	TTI
1018920		2	TTI
1280050		1	TTI
575550	6	2	TTI
648820		1	TTI
3204880		1	TTI
772690		2	TTI
2002330		1	TTI
930280		1	TTI
5377360		1	TTI
867730		1	TTI
560750	1	3	TTI
769870		1	TTI
745880		2	TTI
801450		1	TTI
575290		2	TTI
606250		2	TTI
677260		2	TTI
5834120		1	TTI
387790		5	TTI
2652140		1	TTI
581050		2	TTI
1471200		1	TTI
1130740		2	TTI
790940		1	TTI
891180		1	TTI
1186100		1	TTI
1524260		1	TTI
574270		1	TTI
416180		1	TTI
690160		1	TTI
1199090		2	TTI
728950		1	TTI
1446430		1	TTI
696680		3	TTI
1781850		1	TTI
720320		1	TTI
1430360		1	TTI
831060		1	TTI
387910	1	5	TTI
3663500		1	TTI
8901540		1	TTI
507640		2	TTI
64365840		1	TTI
1261010		1	TTI
498120	5.5	3	TTI
502210		2	TTI
947620	1	3	TTI
927530		3	TTI
562290	1	3	TTI
781970		2	TTI
1269410		1	TTI
760820		1	TTI
221790		1	TTI
451140		1	TTI
1838850		1	TTI
744550	1	3	TTI
1896360		1	TTI
6604870		1	TTI
584580		2	TTI
847470	1	2	TTI
14962050		1	TTI
1084850		1	TTI
423260		1	TTI
440190	1	2	TTI
1681880		1	TTI
3159890		1	TTI
3961240		1	TTI
1689080		1	TTI
6240860		1	TTI
660030		1	TTI
648990		1	TTI
2435940		1	TTI
921990		1	TTI
1551110		2	TTI
1712370		1	TTI
1709250		1	TTI
1920520		1	TTI
358570	1	5	TTI
625050		1	TTI
936690		1	TTI
1457320		1	TTI
12288030		1	TTI
3188090		1	TTI
1378640		1	TTI
2646110		1	TTI
749480		1	TTI
1094010		1	TTI
567510		1	TTI
938430		1	TTI
754670		1	TTI
3319790		1	TTI
1983370		1	TTI
638380		1	TTI
2054030		1	TTI
1421890		1	TTI
2407460		1	TTI
884670		1	TTI
1405040		1	TTI
1328410		1	TTI
1290960		1	TTI
494010		1	TTI
1211520		2	TTI
851290		1	TTI
480770		3	TTI
430950	8	3	TTI
631070		2	TTI
1290420		1	TTI
1929930		1	TTI
1603180		1	TTI
691430		1	TTI
598300	2	2	TTI
306750		1	TTI
855900		2	TTI
978800	22	2	TTI
387240	46	3	TTI
626010		1	TTI
845710		2	TTI
631930		2	TTI
1743280		2	TTI
584140	1	2	TTI
257131630		1	TTI
689640		1	TTI
924430		1	TTI
543410		1	TTI
1377990		1	TTI
1347110		1	TTI
1985740		1	TTI
1251470		2	TTI
1905050		1	TTI
453370		3	TTI
652600		1	TTI
1191530		1	TTI
1967960		1	TTI
1154440		1	TTI
2720540		1	TTI
59136440		1	TTI
1373560		1	TTI
3062210		1	TTI
1745010		1	TTI
1141880		1	TTI
4840550		1	TTI
1207720		1	TTI
617950		1	TTI
198926620		1	TTI
644600		1	TTI
1431620		1	TTI
944180		1	TTI
1090030		2	TTI
1424690		1	TTI
1276030		1	TTI
896250	2	2	TTI
921930		1	TTI
2328880		1	TTI
762700		1	TTI
84439550		1	TTI
777730		1	TTI
989890		1	TTI
1651810		1	TTI
1296530		2	TTI
1477810		1	TTI
2942250		1	TTI
732740		1	TTI
716040		2	TTI
1436830		1	TTI
1993000		1	TTI
1188760		1	TTI
7916380		1	TTI
2555730		1	TTI
1226840		1	TTI
3590740		1	TTI
1027820		1	TTI
1201170		1	TTI
1680190		1	TTI
1013180	1	2	TTI
1713390		1	TTI
1982820		1	TTI
4531810		1	TTI
1928910		1	TTI
5554600		1	TTI
2437400		1	TTI
62255300		1	TTI
2276090		1	TTI
825370		1	TTI
3315540		1	TTI
729430		1	TTI
1178880		1	TTI
519070		1	TTI
852080		1	TTI
1879420		1	TTI
1004560	1	2	TTI
2334050		1	TTI
1250850		1	TTI
913800		1	TTI
210430	15	3	TTI
1777690		1	TTI
1195670		1	TTI
712040		1	TTI
950260		1	TTI
1115180		1	TTI
805610		1	TTI
1263690		1	TTI
1350790	2	1	TTI
313200	2	1	TTI
273490	10.5	4	TTI
525270	28	1	TTI
4795850	1	1	TTI
213090	19.6	5	TTI
246060	41.8	5	TTI
1379070	13	1	TTI
1015730	41	1	TTI
311000	3	1	TTI
1608360	1	1	TTI
7805730	0	1	TTI
922350	6	1	TTI
2179810	0	1	TTI
318180	2.5	2	TTI
223660	90	3	TTI
545310	1	1	TTI
234180	35	2	TTI
469340	1	1	TTI
1256800	13	1	TTI
1675370	1	1	TTI
304480	1	2	TTI
327970	2	2	TTI
237300	16.5	2	TTI
228320	1	2	TTI
431070	1	1	TTI
487930	3	1	TTI
278640	3	1	TTI
891080	1	1	TTI
516120	15	1	TTI
288730	2	2	TTI
1388910	0	1	TTI
1536890	69	1	TTI
318770	3	1	TTI
404140	1	1	TTI
558440	29	1	TTI
916340	1	1	TTI
501030	9	1	TTI
1358200	2.5	2	TTI
592860	1	1	TTI
923270	1	1	TTI
739780	31	1	TTI
13895150	1	1	TTI
325680	18	1	TTI
670970	5	1	TTI
910270	1	1	TTI
669940	0	1	TTI
7550	20.31	545038	TTI
2220	67.779	2201082	TTI
13800	14.804	134270	TTI
800	83.085	1045790	TTI
14000	15.55	128923	TTI
11710	28.253	206123	TTI
9320	31.059	352013	TTI
17540	14.779	68277	TTI
12630	18.05	170387	TTI
20520	12.223	42231	TTI
37240	8.147	4687	TTI
24540	11.023	23847	TTI
70100	7.889	321	TTI
40240	8.657	3584	TTI
36130	8.312	5468	TTI
21070	11.285	38907	TTI
50800	8.857	1327	TTI
38510	9.163	4179	TTI
3205540	1	1	TTI
55920	7.332	853	TTI
55300	7.936	1002	TTI
104120	21.538	68	TTI
60340	9.097	625	TTI
344630	3.27	43	TTI
81480	13.049	166	TTI
355420	2.538	17	TTI
24120	11.337	25466	TTI
51410	7.791	1291	TTI
41490	7.733	3203	TTI
332490	4.91	856	TTI
82090	7.685	164	TTI
351120	4.437	21	TTI
57810	8.504	754	TTI
70870	10.433	329	TTI
342030	3.169	79	TTI
72030	15.007	288	TTI
360890	5.25	16	TTI
95400	7.81	81	TTI
64660	8.066	430	TTI
81000	8.288	146	TTI
72010	8.644	307	TTI
77860	7.902	201	TTI
73960	8.379	260	TTI
82810	7.476	156	TTI
128990	7.083	24	TTI
341600	4.608	83	TTI
89650	10.389	116	TTI
92710	10.088	109	TTI
124680	31.735	34	TTI
164660	7.777	11	TTI
109630	12.255	50	TTI
150640	49.7	10	TTI
785040	1	1	TTI
360190	3.2	15	TTI
133390	32.333	18	TTI
101820	15.235	71	TTI
108710	11.047	43	TTI
345980	3.151	43	TTI
86040	8.19	151	TTI
166870	13.166	13	TTI
184360	104	5	TTI
2386160	1	1	TTI
330630	4.235	28	TTI
529170	1	2	TTI
304310	3.333	3	TTI
148340	5.818	23	TTI
104140	15.69	44	TTI
268400	10	2	TTI
139930	9.444	28	TTI
351860	3.785	17	TTI
283230	27	1	TTI
223380	30.5	8	TTI
404810	3.5	3	TTI
134400	18.444	19	TTI
186190	11.666	12	TTI
480250	9	1	TTI
138980	5.571	14	TTI
197250	31.5	4	TTI
579380	83	2	TTI
378040	13	4	TTI
1614990	4	1	TTI
194430	42.714	7	TTI
245760	14.75	4	TTI
1652150	1	2	TTI
312610	1.333	3	TTI
473400	1	2	TTI
360000	1.8	10	TTI
364600	3	5	TTI
428270	1	3	TTI
536110	5	2	TTI
159090	25.928	15	TTI
460130	15	3	TTI
435560	57.5	3	TTI
487380	4	2	TTI
1034310	2	1	TTI
314420	48.666	3	TTI
158920	3.6	6	TTI
1180760	1	1	TTI
136650	6.266	17	TTI
176830	7.3	10	TTI
213390	39	3	TTI
191530	26.333	4	TTI
2099870	1	1	TTI
254120	14.5	4	TTI
127630	14.413	29	TTI
213070	6	5	TTI
164320	29.75	8	TTI
149650	406.933	17	TTI
246850	93.6	5	TTI
181440	3.4	6	TTI
223730	96	2	TTI
250130	4.333	3	TTI
226700	1.5	4	TTI
286500	3	4	TTI
226820	9.666	6	TTI
278610	4.333	3	TTI
877790	7	1	TTI
270670	6.666	4	TTI
490110	9	3	TTI
1282320	1	1	TTI
272540	3	2	TTI
189640	2	5	TTI
250760	27.5	2	TTI
533190	19	4	TTI
261740	15.6	5	TTI
638340	1	2	TTI
396400	18.333	7	TTI
2777180	1	1	TTI
304090	2	1	TTI
311450	1	1	TTI
1574780	1	2	TTI
553650	2	2	TTI
728990	1	2	TTI
308670	9.333	3	TTI
1467580	1	1	TTI
173790	9	7	TTI
275900	10	1	TTI
271550	12	1	TTI
248160	1.5	2	TTI
253890	40.75	4	TTI
662870	125	9	TTI
680490	5	2	TTI
227520	28.25	4	TTI
503480	1	3	TTI
626100	3	1	TTI
1355210	1	1	TTI
291140	24	2	TTI
261490	8	1	TTI
662010		13	TTI
542160		2	TTI
29182060		1	TTI
652720		1	TTI
638230		1	TTI
626270		2	TTI
1168220		1	TTI
737310		2	TTI
1375390		1	TTI
695250		2	TTI
493850	3	4	TTI
1053510		2	TTI
425720		5	TTI
485850	24	6	TTI
588000		2	TTI
1652420		2	TTI
842340		2	TTI
1236890		2	TTI
1008500		2	TTI
842970		1	TTI
1660560		2	TTI
702260		2	TTI
478500	1	5	TTI
1122300		2	TTI
846450		1	TTI
529430	79	2	TTI
869910		3	TTI
886090		2	TTI
642520		2	TTI
1734000		1	TTI
746780		2	TTI
6097840		1	TTI
834450		3	TTI
515770	15	3	TTI
1045250		1	TTI
1368030		1	TTI
1125160		1	TTI
765250		3	TTI
982550	1	3	TTI
891600	1	4	TTI
770570		2	TTI
4146840		1	TTI
1070310		2	TTI
910070		2	TTI
754290		2	TTI
866060		2	TTI
1603970		1	TTI
1150440		1	TTI
899780		1	TTI
688410	4	2	TTI
512840	2	2	TTI
502700		4	TTI
2491370		1	TTI
698930		3	TTI
963680		2	TTI
480410	9	3	TTI
407310	9	3	TTI
485640	65	4	TTI
780120		1	TTI
916650		3	TTI
894780		2	TTI
755200		3	TTI
400760		1	TTI
827550		1	TTI
1721350		1	TTI
883660		3	TTI
6278740		1	TTI
620970	1	3	TTI
1041660		2	TTI
778690		1	TTI
525760		2	TTI
3347670		1	TTI
957600		1	TTI
2999210		2	TTI
706460		2	TTI
1573840	1	2	TTI
722360		1	TTI
857520		1	TTI
615440		1	TTI
381000		4	TTI
514750		1	TTI
1512960		1	TTI
1142600		1	TTI
525530		4	TTI
519620	1	3	TTI
640530		2	TTI
317730		1	TTI
1596250		2	TTI
608100		2	TTI
3584100		1	TTI
473410	73.666	4	TTI
1381190		1	TTI
700640		1	TTI
645890		2	TTI
556050		1	TTI
1484980		1	TTI
666430		4	TTI
797170		1	TTI
4086420		1	TTI
701870		2	TTI
655650		3	TTI
590300		1	TTI
421600		5	TTI
518650	0	3	TTI
1072040		1	TTI
518510		1	TTI
629750	2	2	TTI
2313890		1	TTI
3609420		1	TTI
781980		2	TTI
482080	11	4	TTI
360110	11.666	13	TTI
950160		1	TTI
1108520		2	TTI
1016030		1	TTI
1946570		1	TTI
922760		3	TTI
673700		2	TTI
639760		1	TTI
563540		1	TTI
1296420		1	TTI
622640		2	TTI
1709630		1	TTI
704830		2	TTI
1981140		1	TTI
459820	540	3	TTI
882020		3	TTI
408980	13	2	TTI
1162280		1	TTI
461660	3	2	TTI
627230		1	TTI
774250		3	TTI
2086330		1	TTI
952440		1	TTI
517270		2	TTI
1129500		1	TTI
647930		1	TTI
968910		1	TTI
1592790		1	TTI
1190640		1	TTI
561520	8	3	TTI
628550		1	TTI
1242220		1	TTI
291720	2	2	TTI
5145600		1	TTI
1543900		1	TTI
881700		1	TTI
3644780		1	TTI
668060	1	2	TTI
393910	1	3	TTI
797520		2	TTI
3502750		1	TTI
1061650		1	TTI
5909270		1	TTI
808050		1	TTI
1116670		2	TTI
973020		1	TTI
1957090		1	TTI
887260		1	TTI
1373070		1	TTI
1132570		1	TTI
688550		2	TTI
1093280		1	TTI
719950		2	TTI
10453010		1	TTI
1934620		1	TTI
754200		1	TTI
485240		1	TTI
716850		1	TTI
1445260		1	TTI
406260	12	2	TTI
943130		1	TTI
3246840		1	TTI
1978770		1	TTI
1442720		1	TTI
1310600		1	TTI
1411920		1	TTI
1128050		1	TTI
1323400		1	TTI
1120510		1	TTI
825770		2	TTI
1189280		1	TTI
1470970		1	TTI
1862180		1	TTI
1370670		1	TTI
9234360		1	TTI
549140		3	TTI
2113260		1	TTI
1749780		1	TTI
2248690		1	TTI
816800		1	TTI
1810400		1	TTI
287640	13.5	3	TTI
531430		1	TTI
939290		1	TTI
1508630		1	TTI
1790840		1	TTI
2214790		1	TTI
113832530		1	TTI
776280		1	TTI
682220		1	TTI
677750		2	TTI
1111030		3	TTI
994700		2	TTI
665350		4	TTI
471290	13	6	TTI
538520		1	TTI
25608160		1	TTI
841040		1	TTI
2493880		1	TTI
827700		3	TTI
1542620		1	TTI
5144720		1	TTI
755830	10	2	TTI
3368590		1	TTI
988830		1	TTI
3812670		1	TTI
914380		1	TTI
916350		1	TTI
2382450		1	TTI
42458470		1	TTI
1634430		1	TTI
1238150		1	TTI
3788270		1	TTI
1282220		2	TTI
443720		1	TTI
480450		3	TTI
825230		1	TTI
874700		1	TTI
2345060		1	TTI
3896510		1	TTI
2291560		1	TTI
1886580		1	TTI
1049270		2	TTI
1869480		1	TTI
1137930		1	TTI
575330		1	TTI
528300	6.333	4	TTI
1739230		1	TTI
1370110		1	TTI
5703830		1	TTI
375670	1	2	TTI
620330		2	TTI
689680		2	TTI
898870		3	TTI
977580		1	TTI
3833630		1	TTI
1479480		1	TTI
890880		1	TTI
1247930		1	TTI
4304040		1	TTI
1748800		1	TTI
2786980		1	TTI
1602770		1	TTI
1503260		1	TTI
833390		1	TTI
866570		1	TTI
14202610		1	TTI
5569000		1	TTI
1074820		1	TTI
3763160		1	TTI
4432510		1	TTI
3470940		1	TTI
673480		1	TTI
550720		1	TTI
2100580		1	TTI
8905580		1	TTI
2252260		1	TTI
1039210		1	TTI
1193980		1	TTI
1311390		1	TTI
2105810		1	TTI
2222760		1	TTI
1216280	8	1	TTI
322430	1	2	TTI
259670	32.4	5	TTI
1442950	3	1	TTI
525620	1	1	TTI
2457060	1	1	TTI
1544310	1	1	TTI
854560	1	1	TTI
1902840	11	1	TTI
279340	43.333	3	TTI
1391290	1	1	TTI
316280	11	2	TTI
514570	1	1	TTI
924840	1	1	TTI
655240	33	1	TTI
597210	5	1	TTI
263080	12	2	TTI
613300	1	1	TTI
253560	5	1	TTI
262680	1.5	2	TTI
312350	11	1	TTI
297780	1	1	TTI
231340	1	1	TTI
264800	2	3	TTI
1402770	3	1	TTI
3748390	1	1	TTI
4764910	3	1	TTI
551450	4	1	TTI
317780	6	3	TTI
607240	2	1	TTI
1670390	2	1	TTI
275030	25	1	TTI
4498410	6	1	TTI
505930	41	1	TTI
2770	52.398	2051785	TTI
7040	20.727	622096	TTI
5360	23.73	1020123	TTI
7130	20.56	607123	TTI
33170	8.398	7780	TTI
28150	10.647	14795	TTI
23810	10.777	26682	TTI
26590	10.009	18249	TTI
17060	14.639	73699	TTI
18530	12.767	57730	TTI
23700	10.376	27014	TTI
38620	8.709	4227	TTI
18510	12.494	57981	TTI
31860	9.083	9073	TTI
53480	7.834	1125	TTI
36730	8.592	5016	TTI
80960	11.994	186	TTI
24620	10.124	23696	TTI
33420	9.292	7516	TTI
43010	9.358	2729	TTI
35180	8.824	6041	TTI
36770	8.234	5148	TTI
338040	4.769	202	TTI
89350	8.937	135	TTI
47630	7.96	1794	TTI
60820	9.378	566	TTI
56360	8.898	851	TTI
331750	5.683	725	TTI
75200	10.83	239	TTI
45930	9.699	2032	TTI
52000	8.691	1225	TTI
91680	13.398	113	TTI
55510	7.529	889	TTI
70160	8.861	334	TTI
67150	9.35	414	TTI
74760	9.901	256	TTI
47030	9.087	1833	TTI
334230	4.311	524	TTI
92900	14.873	81	TTI
57950	8.584	740	TTI
