VALUE	SESSIONLENGTH	FREQUENCY	TIMER
22530	3.935	105602	PLT
23040	3.93	100393	PLT
16820	4.231	199828	PLT
27010	4.065	69018	PLT
8850	4.927	701747	PLT
29860	3.756	53240	PLT
920	7.059	1805964	PLT
4100	5.128	1920164	PLT
27190	3.98	67809	PLT
16130	4.275	219451	PLT
3880	5.147	1972831	PLT
23870	3.857	93105	PLT
17970	4.255	172477	PLT
13400	4.716	316004	PLT
26290	3.928	74174	PLT
19610	4.146	141637	PLT
22090	3.954	109686	PLT
27900	3.964	63792	PLT
29450	3.905	55136	PLT
25850	3.995	76875	PLT
4710	4.971	1734795	PLT
1770	5.814	1763553	PLT
15750	4.36	231489	PLT
13370	4.658	318285	PLT
5380	4.933	1513689	PLT
8700	4.962	724591	PLT
26450	4.21	73197	PLT
23170	3.877	99075	PLT
29960	3.972	53093	PLT
26660	3.95	71165	PLT
2700	5.518	2042489	PLT
24390	3.948	88676	PLT
10590	4.905	500414	PLT
24220	3.905	89979	PLT
22980	3.968	101160	PLT
11490	4.907	428190	PLT
9850	4.939	575433	PLT
15760	4.326	229569	PLT
9570	4.999	606891	PLT
18840	4.043	154838	PLT
13080	4.677	331839	PLT
27730	3.861	64463	PLT
15860	4.382	227829	PLT
29330	3.864	55846	PLT
1340	6.153	1669289	PLT
2400	5.583	1985305	PLT
7300	4.961	982326	PLT
8900	4.933	693467	PLT
19110	4.062	150084	PLT
20650	3.937	126559	PLT
13320	4.716	319926	PLT
18390	4.189	164212	PLT
19420	4.121	145007	PLT
29420	3.921	55466	PLT
3760	5.171	1988156	PLT
15070	4.549	249698	PLT
9150	4.977	660692	PLT
23930	3.82	92591	PLT
18570	4.164	159912	PLT
27390	3.861	66718	PLT
27760	4.041	64790	PLT
18150	4.163	168708	PLT
20550	4.06	128396	PLT
3570	5.211	2025353	PLT
2300	5.646	1957571	PLT
16590	4.297	205310	PLT
21560	3.959	115246	PLT
14410	4.512	273194	PLT
11800	4.825	407786	PLT
15640	4.345	234228	PLT
18380	4.202	163758	PLT
11530	4.891	425189	PLT
16150	4.305	219125	PLT
23760	3.901	93872	PLT
25160	4.049	82082	PLT
440	11.154	2897811	PLT
24170	3.915	90514	PLT
460	10.962	2779849	PLT
13440	4.698	313737	PLT
19400	4.059	145135	PLT
20760	4.007	124202	PLT
29380	3.761	55546	PLT
20030	4.336	144521	PLT
6900	4.916	1075863	PLT
24030	3.858	91439	PLT
13230	4.717	324489	PLT
4430	5.034	1821713	PLT
7430	4.892	950538	PLT
7220	4.907	1000653	PLT
25900	4.035	77285	PLT
9610	4.985	602346	PLT
21220	3.942	119857	PLT
26730	3.851	70735	PLT
8630	4.977	734414	PLT
5430	4.921	1497195	PLT
2760	5.518	2041022	PLT
18610	4.193	159275	PLT
12970	4.756	338903	PLT
21410	3.959	117793	PLT
980	6.834	1755629	PLT
17460	4.257	183293	PLT
28360	3.778	60985	PLT
26570	3.891	71804	PLT
14210	4.57	280558	PLT
280	12.852	4180612	PLT
640	8.849	2217256	PLT
13030	4.752	334304	PLT
2680	5.525	2034863	PLT
9930	4.993	566241	PLT
11570	4.852	422035	PLT
8590	4.973	739806	PLT
10620	4.914	499209	PLT
10540	4.948	505249	PLT
15240	4.374	246934	PLT
17470	4.277	182943	PLT
22250	3.885	107967	PLT
22370	3.965	107628	PLT
12330	4.812	372688	PLT
16620	4.306	204661	PLT
26880	3.952	70188	PLT
1680	5.858	1736987	PLT
24680	3.928	85759	PLT
5830	4.923	1375882	PLT
23370	3.851	97425	PLT
6350	4.94	1222766	PLT
21140	3.973	121008	PLT
13270	4.767	322277	PLT
25680	3.942	78740	PLT
29220	3.966	56020	PLT
15490	4.343	239002	PLT
27470	3.927	66381	PLT
410	11.241	3127073	PLT
5190	4.938	1571921	PLT
210	12.912	4952879	PLT
25270	3.98	81347	PLT
8220	4.95	801013	PLT
13580	4.689	306732	PLT
5680	4.914	1417413	PLT
5310	4.922	1533855	PLT
22800	3.88	103309	PLT
8020	4.936	838951	PLT
12300	4.815	376772	PLT
9690	4.985	593778	PLT
17270	4.173	187874	PLT
16740	4.259	201682	PLT
27260	3.966	67157	PLT
25950	4.101	77285	PLT
21510	4.079	115773	PLT
1330	6.12	1672444	PLT
15560	4.39	236726	PLT
11370	4.873	437591	PLT
16220	4.409	216339	PLT
20210	4.097	142832	PLT
15900	4.357	226410	PLT
19510	4.174	142311	PLT
14050	4.572	287720	PLT
8890	4.969	695049	PLT
2160	5.684	1898502	PLT
1170	6.316	1689826	PLT
29890	3.904	53314	PLT
17310	4.32	186872	PLT
10550	4.934	504789	PLT
20190	4.122	147202	PLT
12990	4.732	336792	PLT
22860	4.019	102671	PLT
12730	4.777	350579	PLT
28850	3.953	58187	PLT
21720	3.995	114112	PLT
26190	4.079	75539	PLT
360	11.977	3442185	PLT
710	8.371	2039168	PLT
6150	4.912	1281212	PLT
11970	4.816	396287	PLT
10560	4.917	502231	PLT
24910	3.931	84366	PLT
26630	3.958	71449	PLT
10930	4.898	471180	PLT
8230	4.946	797960	PLT
14640	4.599	263155	PLT
8420	4.951	768562	PLT
22160	3.89	109679	PLT
26770	3.974	71006	PLT
23940	3.942	92431	PLT
240	13.016	4561537	PLT
5780	4.92	1388806	PLT
7570	4.935	921813	PLT
9370	4.961	633708	PLT
15310	4.437	244639	PLT
25140	4.044	82676	PLT
10630	4.891	497023	PLT
19690	4.022	140511	PLT
21920	3.97	112326	PLT
19090	4.158	150183	PLT
14820	4.591	257786	PLT
14780	4.511	258818	PLT
14430	4.626	271819	PLT
27150	3.989	67946	PLT
10850	4.93	477747	PLT
11220	4.834	450594	PLT
21690	3.932	114356	PLT
29820	3.739	53639	PLT
770	7.908	1947010	PLT
2140	5.697	1891298	PLT
6690	4.92	1127023	PLT
2880	5.523	2056239	PLT
10360	5.002	522511	PLT
16960	4.209	194965	PLT
10880	4.915	475316	PLT
13020	4.722	335563	PLT
12080	4.886	389607	PLT
29240	3.869	55838	PLT
23470	3.866	96638	PLT
21290	3.996	118957	PLT
21520	4.029	115943	PLT
23620	3.935	94982	PLT
5940	4.897	1340949	PLT
14190	4.613	281672	PLT
7900	4.946	857213	PLT
27110	4.014	68836	PLT
14680	4.588	262951	PLT
23290	3.962	98291	PLT
21450	4.08	116977	PLT
22810	4.024	102672	PLT
4090	5.101	1916210	PLT
5970	4.909	1329865	PLT
3230	5.306	2060809	PLT
9410	4.962	626658	PLT
13910	4.637	293378	PLT
22760	3.925	103328	PLT
1880	5.772	1801118	PLT
11670	4.846	416672	PLT
27990	3.985	63474	PLT
29270	3.853	56358	PLT
28880	3.878	58228	PLT
24960	4.096	83762	PLT
25830	4.083	78023	PLT
2150	5.717	1899374	PLT
580	9.351	2413258	PLT
4800	4.967	1709890	PLT
6530	4.922	1169724	PLT
3400	5.284	2053139	PLT
17440	4.198	183683	PLT
23730	3.972	94318	PLT
20810	4.03	124526	PLT
11980	4.857	394768	PLT
19360	4.08	145016	PLT
16050	4.414	222644	PLT
21840	3.958	112700	PLT
29140	3.892	56747	PLT
29370	3.934	56013	PLT
22590	3.931	104806	PLT
26400	4.027	73793	PLT
27000	3.93	69549	PLT
1290	6.124	1670365	PLT
2570	5.547	2019128	PLT
3390	5.261	2050204	PLT
9200	4.977	655713	PLT
3550	5.22	2030531	PLT
8050	4.923	833922	PLT
30	19.478	2986546	PLT
28540	3.995	60086	PLT
23020	3.966	100760	PLT
23200	4.045	99040	PLT
11040	4.876	463128	PLT
17410	4.255	183807	PLT
20620	4.026	126795	PLT
1380	6.072	1671736	PLT
25170	3.993	82314	PLT
26530	3.913	72299	PLT
20490	4.062	129045	PLT
2920	5.398	2056112	PLT
10460	5.019	511546	PLT
11450	4.907	431714	PLT
19820	3.986	137655	PLT
29840	3.756	53416	PLT
13260	4.727	322715	PLT
11430	4.889	432637	PLT
28080	3.79	62988	PLT
9780	4.939	582170	PLT
5750	4.923	1402131	PLT
3020	5.416	2061471	PLT
19630	4.238	141445	PLT
7650	4.939	906563	PLT
11470	4.856	430257	PLT
22180	3.968	108879	PLT
18680	4.132	158363	PLT
20450	4.089	130064	PLT
25530	3.885	80051	PLT
25180	3.958	82792	PLT
10610	4.948	499165	PLT
28790	3.944	58619	PLT
1270	6.198	1673881	PLT
2130	5.68	1891313	PLT
6660	4.898	1135029	PLT
7010	4.894	1044454	PLT
13880	4.68	295827	PLT
11780	4.84	408002	PLT
7080	4.908	1032721	PLT
20120	4.135	173053	PLT
4340	5.041	1848107	PLT
13140	4.764	328879	PLT
23500	3.89	96645	PLT
25570	3.945	79231	PLT
22600	3.916	104946	PLT
20540	3.997	128154	PLT
20400	4.041	131639	PLT
22200	3.862	109095	PLT
8830	5.012	704689	PLT
8390	4.961	771373	PLT
12060	4.843	389974	PLT
25980	4.082	76555	PLT
14520	4.518	268159	PLT
20830	3.988	124581	PLT
22210	4.041	108789	PLT
28420	3.961	61119	PLT
20100	4.327	154194	PLT
5090	4.965	1608717	PLT
1830	5.797	1783688	PLT
2090	5.91	1881878	PLT
10420	4.965	517072	PLT
18660	4.213	157637	PLT
19230	4.089	147361	PLT
24710	3.982	85950	PLT
890	7.203	1822493	PLT
590	9.335	2372350	PLT
6300	4.922	1235968	PLT
15950	4.395	224600	PLT
17110	4.323	191714	PLT
11200	4.929	451793	PLT
14550	4.56	267686	PLT
10390	4.926	519720	PLT
24010	3.949	91928	PLT
14950	4.505	252014	PLT
13680	4.692	303508	PLT
9870	4.963	574042	PLT
29870	3.762	53377	PLT
12250	4.816	379201	PLT
11440	4.943	431883	PLT
15330	4.405	244618	PLT
3860	5.161	1971033	PLT
5470	4.922	1486950	PLT
7670	4.926	902166	PLT
12480	4.809	365846	PLT
10370	4.969	521014	PLT
9980	4.965	561232	PLT
15100	4.52	249205	PLT
7680	4.933	900853	PLT
20160	4.126	155073	PLT
17660	4.215	178769	PLT
9860	4.974	574120	PLT
24230	3.901	90029	PLT
27160	3.937	68410	PLT
23480	3.951	96420	PLT
21910	3.962	112190	PLT
450	11.016	2847202	PLT
18050	4.203	170266	PLT
2290	5.66	1947568	PLT
1430	6.005	1675693	PLT
1580	5.916	1708854	PLT
3590	5.2	2021198	PLT
1260	6.186	1668965	PLT
7870	4.907	862840	PLT
11850	4.783	402894	PLT
29230	3.796	56233	PLT
21310	4.007	118969	PLT
14080	4.614	285937	PLT
21680	3.988	114244	PLT
20770	4.092	124382	PLT
29590	3.773	54678	PLT
12960	4.719	337558	PLT
26650	3.908	72232	PLT
18970	4.134	151757	PLT
26930	3.952	70130	PLT
2610	5.566	2023358	PLT
5370	4.935	1516508	PLT
4810	4.961	1699340	PLT
9890	4.932	571245	PLT
4180	5.087	1897333	PLT
4960	4.946	1651422	PLT
15210	4.477	247660	PLT
15580	4.358	236667	PLT
18780	4.123	156291	PLT
13540	4.656	308721	PLT
27370	3.837	66779	PLT
25660	4.037	78745	PLT
15870	4.429	227667	PLT
5200	4.918	1574992	PLT
330	12.425	3685382	PLT
270	12.863	4309286	PLT
20060	4.145	139525	PLT
6840	4.906	1088932	PLT
3030	5.381	2058636	PLT
10260	4.95	531284	PLT
26870	3.887	69729	PLT
23400	3.857	97520	PLT
19670	4.127	140805	PLT
22820	3.947	103232	PLT
25210	4	81766	PLT
25090	4.049	83181	PLT
21150	3.932	120249	PLT
18270	4.141	165596	PLT
18430	4.121	162777	PLT
18110	4.203	168203	PLT
25330	3.986	81972	PLT
29830	3.774	53576	PLT
60	15.067	6731105	PLT
6210	4.902	1257815	PLT
8520	4.967	751092	PLT
18020	4.26	171046	PLT
8290	4.926	788915	PLT
28900	3.799	58480	PLT
20360	4.098	132518	PLT
28410	3.82	60717	PLT
4050	5.088	1932225	PLT
8490	4.953	755667	PLT
160	13.396	5874005	PLT
21760	3.94	113798	PLT
5790	4.894	1384350	PLT
6020	4.902	1319625	PLT
5920	4.91	1347907	PLT
10950	4.923	471872	PLT
10010	6.259	569116	PLT
12640	4.899	355048	PLT
24420	3.921	88581	PLT
17700	4.221	177621	PLT
27020	3.91	69033	PLT
1590	5.884	1709371	PLT
10470	4.959	512827	PLT
16530	4.284	206954	PLT
4270	5.042	1873508	PLT
4820	4.954	1699892	PLT
6720	4.926	1121835	PLT
8720	4.951	721214	PLT
17830	4.203	175530	PLT
26250	3.943	75140	PLT
19370	4.072	145308	PLT
24870	3.977	84955	PLT
17070	4.321	193485	PLT
140	13.264	6295339	PLT
5440	4.92	1493394	PLT
1100	6.446	1701648	PLT
3830	5.118	1979904	PLT
2580	5.571	2023205	PLT
3100	5.357	2066162	PLT
13100	4.768	331647	PLT
18200	4.199	167586	PLT
15810	4.368	228631	PLT
21440	4.07	117281	PLT
18450	4.211	162103	PLT
29750	3.778	54490	PLT
23110	4.072	99775	PLT
29040	3.833	57265	PLT
26330	4.004	73955	PLT
2990	5.394	2058003	PLT
15440	4.423	241596	PLT
12040	4.827	391159	PLT
12940	4.732	339233	PLT
10000	5.502	567317	PLT
23330	3.88	98385	PLT
1850	5.79	1789642	PLT
14420	4.58	271556	PLT
16510	4.349	207294	PLT
13290	4.669	321070	PLT
15600	4.35	236124	PLT
3940	5.103	1954628	PLT
2710	5.521	2036409	PLT
15930	4.289	225534	PLT
5350	4.923	1524819	PLT
27500	4.01	66330	PLT
19350	4.089	145226	PLT
1550	5.926	1702340	PLT
1750	5.836	1757640	PLT
6090	4.93	1294374	PLT
9830	4.936	576515	PLT
6190	4.899	1264569	PLT
9010	4.96	678829	PLT
11650	4.858	418362	PLT
7140	4.925	1015193	PLT
20960	4.055	121425	PLT
18990	4.072	151614	PLT
25610	4.061	79102	PLT
19660	4.075	140706	PLT
26780	3.833	70693	PLT
630	8.947	2246320	PLT
3300	5.269	2059824	PLT
1670	5.839	1733590	PLT
2180	5.684	1907852	PLT
7720	4.989	894141	PLT
10710	4.912	489761	PLT
18590	4.154	159236	PLT
26230	3.93	73938	PLT
24560	3.994	86953	PLT
28530	3.905	60089	PLT
14710	4.528	260793	PLT
19060	4.129	151121	PLT
24450	3.896	87929	PLT
4150	5.101	1906961	PLT
12210	4.813	381068	PLT
3250	5.326	2062252	PLT
19390	4.102	144915	PLT
28030	3.955	62685	PLT
24610	3.939	86866	PLT
12000	4.914	394497	PLT
3140	5.315	2060047	PLT
1400	6.06	1676459	PLT
17420	4.22	183521	PLT
2260	5.654	1936478	PLT
4620	4.99	1764507	PLT
8300	4.922	788947	PLT
14900	4.513	254025	PLT
14110	4.68	283451	PLT
20330	4.114	133734	PLT
26380	3.934	72988	PLT
23060	3.919	100488	PLT
27670	3.856	64982	PLT
18640	4.08	157692	PLT
29720	3.884	54168	PLT
26680	3.943	71340	PLT
22430	3.88	106608	PLT
390	11.532	3224206	PLT
600	9.22	2351123	PLT
570	9.426	2448241	PLT
810	7.626	1898926	PLT
2660	5.523	2028645	PLT
23080	3.965	100731	PLT
25340	3.917	81210	PLT
29010	3.836	57140	PLT
13530	4.75	310366	PLT
19530	3.986	142927	PLT
4110	5.115	1911669	PLT
1320	6.143	1673918	PLT
22680	3.886	103930	PLT
2530	5.59	2010511	PLT
16410	4.304	210129	PLT
16840	4.254	198725	PLT
18850	4.096	154898	PLT
29070	3.826	57461	PLT
24290	3.906	89134	PLT
17630	4.215	179443	PLT
18820	4.158	156019	PLT
20800	4.004	123880	PLT
1420	6.043	1677687	PLT
14480	4.506	269586	PLT
14740	4.567	259522	PLT
15920	4.505	225461	PLT
27720	3.823	64946	PLT
11740	4.832	410738	PLT
2060	5.923	1869612	PLT
5720	4.946	1408546	PLT
29640	3.808	54349	PLT
11910	4.792	399934	PLT
4300	5.031	1866074	PLT
13790	4.589	297299	PLT
12690	4.774	353212	PLT
17930	4.19	172572	PLT
11340	4.9	440397	PLT
12350	4.92	372005	PLT
16230	4.332	215434	PLT
25050	4.017	83771	PLT
26240	3.997	73919	PLT
28270	3.957	61429	PLT
28090	3.848	62461	PLT
24630	3.909	87180	PLT
18280	4.171	166225	PLT
9310	4.987	639214	PLT
5640	4.919	1431471	PLT
28610	3.902	59555	PLT
23420	3.892	97216	PLT
11050	4.874	463413	PLT
4690	4.984	1742245	PLT
13170	4.709	327823	PLT
20010	4.145	137448	PLT
19330	4.157	146345	PLT
25100	4.004	83232	PLT
18060	4.167	169801	PLT
3430	5.248	2045410	PLT
5670	4.917	1424905	PLT
23190	3.93	99439	PLT
3470	5.234	2036671	PLT
8910	4.991	690883	PLT
11160	4.906	452647	PLT
15050	4.507	250243	PLT
24790	4.063	85241	PLT
25350	3.992	81046	PLT
19380	4.093	144612	PLT
29210	3.848	56120	PLT
28680	3.854	59043	PLT
28840	3.873	58569	PLT
26050	3.981	76004	PLT
15110	4.538	248419	PLT
7410	4.916	953318	PLT
25110	4.041	82727	PLT
6940	4.906	1064140	PLT
11290	4.901	442009	PLT
16200	4.403	217691	PLT
29910	3.793	52900	PLT
21060	4.088	122030	PLT
25440	4.092	80093	PLT
20940	4.01	123238	PLT
25080	3.978	83058	PLT
26010	4.029	76760	PLT
10040	5.024	557558	PLT
2030	5.976	1866479	PLT
4290	5.056	1863487	PLT
2860	5.476	2053436	PLT
24000	3.924	92139	PLT
14970	4.478	252323	PLT
11520	4.9	427456	PLT
9760	4.97	583447	PLT
16800	4.274	199585	PLT
16400	4.412	211220	PLT
18720	4.165	157047	PLT
23590	3.87	95656	PLT
1370	6.077	1670632	PLT
5590	4.91	1444719	PLT
350	3.67	759663	FP
1080	4.991	1832256	FP
3130	3.992	794798	FP
130	3.29	100802	FP
25410	3.505	2282	FP
23880	3.562	2812	FP
14040	3.86	11423	FP
28250	3.458	1657	FP
9700	3.914	31812	FP
23390	3.532	2887	FP
5820	3.937	152223	FP
12130	3.981	17728	FP
18930	3.388	4990	FP
18100	3.46	5738	FP
27750	3.78	1731	FP
25360	3.298	2193	FP
9240	3.864	37657	FP
16210	3.838	7596	FP
16920	3.73	6863	FP
10130	3.943	28380	FP
20140	3.76	4068	FP
25240	3.469	2303	FP
22690	3.771	3380	FP
17670	3.806	5992	FP
8250	3.91	52951	FP
4030	3.857	446327	FP
6770	3.862	96200	FP
7260	3.822	78151	FP
12750	3.874	15345	FP
23840	3.423	2694	FP
12030	3.808	18184	FP
29190	3.734	1527	FP
16970	3.699	6657	FP
27480	3.008	1777	FP
27450	3.432	1767	FP
16180	3.803	7562	FP
27280	3.43	1773	FP
13430	3.75	13030	FP
24700	3.61	2393	FP
2380	4.245	1235219	FP
4990	3.839	242100	FP
13980	3.835	11694	FP
4500	3.837	329174	FP
8880	3.981	42396	FP
21730	3.446	3568	FP
29530	2.936	1414	FP
26550	3.362	1958	FP
24890	3.431	2300	FP
760	4.97	1552872	FP
10690	3.924	24682	FP
15500	3.927	8440	FP
17760	3.892	5945	FP
10500	3.886	25720	FP
11590	3.846	19859	FP
25810	3.645	2128	FP
16610	3.781	6992	FP
21650	3.577	3757	FP
15940	3.936	7773	FP
21340	3.551	3720	FP
26800	3.506	1895	FP
25940	3.49	2020	FP
800	4.995	1602024	FP
2220	4.296	1339814	FP
7550	3.932	68257	FP
12630	3.66	15983	FP
9320	4.032	36200	FP
11710	3.996	19492	FP
13800	3.722	12077	FP
14000	3.918	11672	FP
20520	3.456	3989	FP
17540	3.785	5895	FP
21070	3.644	3853	FP
24540	3.726	2453	FP
24120	3.245	2602	FP
5360	3.891	194609	FP
2770	4.082	981072	FP
7040	3.859	85686	FP
17060	3.822	6414	FP
7130	3.876	81895	FP
23700	3.531	2728	FP
18530	3.58	5239	FP
26590	3.65	1919	FP
18510	3.609	5252	FP
23810	3.517	2740	FP
24620	3.356	2481	FP
28150	3.684	1635	FP
2320	4.228	1275491	FP
2900	4.059	911079	FP
2560	4.152	1106248	FP
12910	3.875	14974	FP
6880	3.936	92574	FP
12870	3.827	14796	FP
6480	3.929	109816	FP
9600	3.977	33194	FP
10650	3.849	25055	FP
22260	3.685	3436	FP
13190	3.846	13801	FP
19680	3.902	4417	FP
21850	3.804	3607	FP
24590	3.547	2390	FP
23220	3.472	2992	FP
25930	3.01	2103	FP
24810	3.411	2405	FP
26180	3.876	2069	FP
940	5.012	1746893	FP
12800	3.925	15412	FP
1160	4.933	1847181	FP
1730	4.568	1651552	FP
1050	4.982	1816584	FP
9030	3.919	40086	FP
15290	3.69	8735	FP
14690	3.76	9935	FP
8310	3.913	51434	FP
11990	3.896	18509	FP
24500	3.332	2501	FP
25880	3.375	2170	FP
26510	3.282	2041	FP
2040	4.384	1458466	FP
5490	3.925	180592	FP
12160	3.791	17723	FP
29990	3.47	1392	FP
27910	3.421	1633	FP
22780	3.4	3262	FP
17120	3.711	6425	FP
16140	3.851	7524	FP
27610	3.39	1802	FP
1010	5.023	1800675	FP
9000	3.899	40075	FP
1360	4.86	1822986	FP
3260	3.973	732020	FP
2210	4.284	1346778	FP
4580	3.836	314136	FP
4950	3.829	248370	FP
7470	3.881	71615	FP
12380	3.764	17050	FP
22830	3.584	3330	FP
18960	3.79	4855	FP
24250	3.417	2670	FP
27860	3.463	1701	FP
7330	3.87	76215	FP
18140	3.584	5747	FP
730	4.945	1501737	FP
14890	3.673	9502	FP
7310	3.915	76079	FP
26670	3.702	1848	FP
24970	3.5	2313	FP
16300	3.591	7195	FP
14370	3.78	10489	FP
20270	3.493	4232	FP
1910	4.476	1540195	FP
6700	3.926	99353	FP
260	3.335	521293	FP
21110	3.714	3821	FP
23640	3.443	2806	FP
23520	3.347	2842	FP
14140	3.771	11015	FP
19190	3.411	4902	FP
26310	3.496	1957	FP
5710	3.859	160496	FP
2020	4.39	1470184	FP
1920	4.439	1538455	FP
4730	3.819	284887	FP
9210	3.841	37498	FP
7940	3.836	59586	FP
14260	3.653	10868	FP
19130	3.569	4906	FP
18890	3.39	4937	FP
29100	3.061	1564	FP
21550	3.544	3651	FP
17800	3.496	5856	FP
24240	3.52	2588	FP
28580	3.439	1559	FP
25300	3.818	2203	FP
19160	3.838	4732	FP
29980	3.502	1450	FP
1000	5.01	1784095	FP
6120	3.896	129254	FP
21420	3.596	3702	FP
7350	3.861	75260	FP
18550	4.02	5322	FP
8180	3.952	54232	FP
18740	3.56	5062	FP
23690	3.268	2731	FP
16890	3.897	6847	FP
2470	4.19	1170942	FP
6850	3.987	92963	FP
15300	3.759	8815	FP
19910	3.555	4331	FP
11140	3.734	22678	FP
19340	3.545	4669	FP
12510	3.923	16449	FP
29310	3.537	1484	FP
15530	3.853	8343	FP
23960	3.192	2653	FP
22750	3.334	3194	FP
1610	4.658	1724174	FP
27210	3.493	1823	FP
6260	3.897	121848	FP
8120	3.841	54838	FP
28950	3.379	1574	FP
12180	4.117	17597	FP
13340	3.696	13383	FP
24110	3.635	2678	FP
12650	3.636	15937	FP
18440	3.673	5317	FP
20710	3.651	3885	FP
22880	3.616	3285	FP
27230	3.535	1825	FP
15230	4.064	8922	FP
23660	3.464	2782	FP
23540	3.482	2925	FP
11000	3.844	23334	FP
8770	3.851	43658	FP
28570	3.652	1549	FP
28750	3.482	1529	FP
27680	4.157	1777	FP
27650	3.432	1770	FP
24940	3.467	2324	FP
4680	3.85	294728	FP
8680	3.952	45511	FP
9290	3.92	36734	FP
11190	3.908	22783	FP
15060	3.785	9229	FP
16280	3.627	7341	FP
9330	3.86	36273	FP
13470	3.843	13147	FP
15970	3.752	7747	FP
19830	3.491	4448	FP
21010	3.864	3732	FP
26480	3.221	1941	FP
24780	3.457	2362	FP
29080	3.708	1437	FP
28200	3.378	1618	FP
2000	4.391	1481112	FP
1690	4.602	1677441	FP
5180	3.857	217604	FP
2050	4.396	1451444	FP
5900	3.887	145826	FP
7190	3.895	80156	FP
5610	3.847	169472	FP
8080	3.909	56164	FP
6590	3.871	104067	FP
10280	3.803	27083	FP
22580	3.306	3272	FP
17150	3.733	6420	FP
19800	3.716	4248	FP
21210	3.769	3830	FP
1490	4.748	1776379	FP
290	3.417	611331	FP
24920	3.588	2291	FP
16760	3.821	6715	FP
28560	3.688	1607	FP
26090	3.64	2079	FP
20240	3.936	4095	FP
22440	3.918	3441	FP
28320	3.267	1571	FP
11500	3.876	20757	FP
6380	3.856	115807	FP
20790	3.455	3907	FP
16360	3.824	7188	FP
10860	3.853	23942	FP
12450	3.81	16592	FP
25910	3.417	2041	FP
27360	4.076	1709	FP
14960	3.785	9575	FP
1980	4.426	1497777	FP
690	4.906	1433035	FP
1810	4.497	1603626	FP
25130	3.906	2266	FP
7200	3.903	80035	FP
11130	3.716	22845	FP
22010	3.529	3474	FP
10	1.009	1011	FP
25740	3.449	2016	FP
25710	3.375	2138	FP
20720	3.734	3876	FP
28450	3.201	1615	FP
10230	3.91	27487	FP
5150	3.915	221263	FP
14390	3.647	10515	FP
19270	3.57	4673	FP
10210	3.929	27446	FP
26120	3.428	2109	FP
18920	3.664	5069	FP
24840	3.304	2431	FP
15610	3.665	8246	FP
28400	3.32	1605	FP
24140	3.713	2712	FP
8160	3.84	54494	FP
18260	3.95	5424	FP
20340	3.393	4100	FP
14560	3.86	10277	FP
13840	3.791	11683	FP
29200	3.861	1583	FP
22030	3.72	3562	FP
24210	3.542	2614	FP
28710	3.483	1490	FP
28510	3.349	1636	FP
2250	4.294	1315907	FP
3420	3.952	663110	FP
4320	3.795	371763	FP
28720	3.133	1552	FP
5950	3.895	140636	FP
10180	3.95	27695	FP
4850	3.881	265171	FP
10890	3.826	24076	FP
7820	3.882	62451	FP
23770	3.349	2728	FP
40	1.164	30827	FP
20740	3.832	3885	FP
26170	3.604	2052	FP
18460	3.837	5311	FP
29390	3.456	1550	FP
28390	3.666	1598	FP
22050	3.961	3523	FP
1520	4.723	1758840	FP
8030	3.87	57320	FP
13490	3.815	13037	FP
3920	3.843	480536	FP
4550	3.811	319838	FP
18410	3.895	5253	FP
17400	3.674	6358	FP
23490	3.62	2876	FP
27310	3.584	1821	FP
10310	3.9	26837	FP
16700	3.723	6790	FP
17730	3.767	5890	FP
8210	3.874	54503	FP
5120	3.897	223108	FP
17010	3.698	6648	FP
13060	3.726	14305	FP
20440	3.429	4115	FP
18560	3.614	5218	FP
25510	3.521	2094	FP
22960	3.636	3051	FP
1900	4.472	1557106	FP
16320	3.656	7430	FP
27030	3.059	1825	FP
220	3.205	377952	FP
10980	3.863	23523	FP
28010	3.193	1712	FP
11700	3.837	19741	FP
16670	3.85	6926	FP
18130	3.579	5490	FP
10900	3.859	24025	FP
8190	3.797	54197	FP
5620	3.866	166833	FP
80	2.044	53871	FP
11260	3.894	21819	FP
23430	3.853	2896	FP
11510	3.951	20692	FP
29900	3.507	1433	FP
27920	3.908	1720	FP
23350	3.681	3013	FP
4520	3.817	325975	FP
28130	3.13	1672	FP
25010	3.803	2395	FP
7070	3.879	84263	FP
6400	3.899	114985	FP
28120	3.394	1682	FP
16260	3.767	7465	FP
26890	3.261	1878	FP
20130	3.685	4273	FP
12190	3.881	17625	FP
8400	3.821	50474	FP
12500	3.759	16304	FP
20070	3.684	4248	FP
25790	3.477	2087	FP
5520	3.864	177499	FP
2840	4.064	940065	FP
17570	3.609	6152	FP
6510	3.892	108486	FP
10080	4.037	28586	FP
8240	3.901	53376	FP
10300	3.745	26850	FP
13350	3.74	13494	FP
24270	3.368	2499	FP
13740	3.633	12133	FP
14850	3.586	9523	FP
16540	3.525	7109	FP
3770	3.88	529383	FP
12710	3.71	15737	FP
21930	3.728	3545	FP
17200	3.597	6545	FP
15520	3.61	8508	FP
20730	3.469	3967	FP
17550	3.835	6062	FP
29300	3.241	1462	FP
24650	3.281	2429	FP
16830	3.636	6739	FP
24990	3.586	2283	FP
25230	3.466	2336	FP
860	4.998	1677890	FP
620	4.725	1310555	FP
8450	3.859	49429	FP
4740	3.875	283648	FP
7730	3.909	64565	FP
16060	3.651	7571	FP
6200	3.947	125394	FP
6970	3.886	88278	FP
14010	4.148	11532	FP
